@relation BTCUSD-1h
@attribute Date date "yyyy-MM-dd HH:mm:ss"
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric

@data
'2023-10-01 00:00:00',26967.396484,26999.722656,26965.09375,26994.609375,26994.609375,0
'2023-10-01 01:00:00',26995.111328,27032.787109,26988.476563,27030.03125,27030.03125,16427008
'2023-10-01 02:00:00',27027.078125,27048.111328,27026.638672,27031.621094,27031.621094,26724352
'2023-10-01 03:00:00',27031.962891,27052.253906,27018.943359,27051.591797,27051.591797,11719680
'2023-10-01 04:00:00',27051.070313,27052.173828,27030.445313,27052.173828,27052.173828,0
'2023-10-01 05:00:00',27051.371094,27079.714844,27047.324219,27079.714844,27079.714844,75660288
'2023-10-01 06:00:00',27077.574219,27138.066406,27077.574219,27136.6875,27136.6875,207573504
'2023-10-01 07:00:00',27134.550781,27154.277344,27110.976563,27117.158203,27117.158203,68800000
'2023-10-01 08:00:00',27118.216797,27161.197266,27106.503906,27138.689453,27138.689453,47854080
'2023-10-01 09:00:00',27143.271484,27228.712891,27143.271484,27220.175781,27220.175781,231099392
'2023-10-01 10:00:00',27223.730469,27285.009766,27178.359375,27206.824219,27206.824219,226997248
'2023-10-01 11:00:00',27211.830078,27247.148438,27179.201172,27202.632813,27202.632813,95579648
'2023-10-01 12:00:00',27200.537109,27207.021484,27145.400391,27196.625,27196.625,94671872
'2023-10-01 13:00:00',27200.583984,27200.583984,27160.53125,27193.09375,27193.09375,11002880
'2023-10-01 14:00:00',27196.246094,27234.652344,27111.480469,27115.583984,27115.583984,50719744
'2023-10-01 15:00:00',27122.3125,27158.505859,27119.367188,27156.640625,27156.640625,0
'2023-10-01 16:00:00',27156.275391,27159.785156,27100.150391,27114.923828,27114.923828,0
'2023-10-01 17:00:00',27116.236328,27144.445313,27066.039063,27078.275391,27078.275391,69362176
'2023-10-01 18:00:00',27079.060547,27103.376953,27073.943359,27096.447266,27096.447266,42425856
'2023-10-01 19:00:00',27097.894531,27112.117188,27085.472656,27105.357422,27105.357422,0
'2023-10-01 20:00:00',27107.351563,27142.548828,27056.292969,27113.890625,27113.890625,121747456
'2023-10-01 21:00:00',27113.126953,27161.994141,27103.947266,27160.599609,27160.599609,0
'2023-10-01 22:00:00',27168.253906,28047.238281,27168.253906,27959.861328,27959.861328,2290574848
'2023-10-01 23:00:00',27985.658203,28011.380859,27871.013672,27983.21875,27983.21875,834944000
'2023-10-02 00:00:00',27976.798828,28032.09375,27904.253906,27936.154297,27936.154297,695280640
'2023-10-02 01:00:00',27936.640625,27962.277344,27837.6875,27919.294922,27919.294922,407851008
'2023-10-02 02:00:00',27920.888672,28001.859375,27915.492188,27990.683594,27990.683594,322618368
'2023-10-02 03:00:00',27990.007813,28143.666016,27966.824219,28103.494141,28103.494141,636149760
'2023-10-02 04:00:00',28125.132813,28145.302734,28037.013672,28071.542969,28071.542969,388441088
'2023-10-02 05:00:00',28073.669922,28107.111328,27960.009766,27993.572266,27993.572266,419952640
'2023-10-02 06:00:00',27987.726563,28091.369141,27979.820313,28091.238281,28091.238281,173773824
'2023-10-02 07:00:00',28110.933594,28402.677734,28110.933594,28291.509766,28291.509766,882821120
'2023-10-02 08:00:00',28311.095703,28488.744141,28266.710938,28304.496094,28304.496094,1075058688
'2023-10-02 09:00:00',28298.839844,28329.201172,28266.892578,28309.197266,28309.197266,241112064
'2023-10-02 10:00:00',28306.806641,28344.369141,28292.689453,28314.265625,28314.265625,0
'2023-10-02 11:00:00',28316.255859,28367.605469,28219.152344,28219.152344,28219.152344,249798656
