@relation USDTUSD-1h
@attribute Date date "yyyy-MM-dd HH:mm:ss"
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric

@data
'2023-10-01 00:00:00',1.000193,1.000406,1.000092,1.000177,1.000177,0
'2023-10-01 01:00:00',1.000161,1.00036,1.000011,1.000039,1.000039,0
'2023-10-01 02:00:00',1.000156,1.000447,1.000012,1.000104,1.000104,0
'2023-10-01 03:00:00',1.000106,1.000345,1.000054,1.000146,1.000146,0
'2023-10-01 04:00:00',1.000146,1.000302,1.000081,1.000161,1.000161,73365504
'2023-10-01 05:00:00',1.00014,1.000356,1.000031,1.000239,1.000239,0
'2023-10-01 06:00:00',1.000084,1.000257,1.000073,1.000151,1.000151,0
'2023-10-01 07:00:00',1.000156,1.000344,1.000076,1.00011,1.00011,0
'2023-10-01 08:00:00',1.000174,1.000395,1.000089,1.000207,1.000207,351836160
'2023-10-01 09:00:00',1.000251,1.000392,0.999987,1.000111,1.000111,153743360
'2023-10-01 10:00:00',1.000097,1.000341,0.999985,1.000104,1.000104,0
'2023-10-01 11:00:00',1.000094,1.000616,1.000028,1.000175,1.000175,0
'2023-10-01 12:00:00',1.000225,1.000449,1.000112,1.000238,1.000238,0
'2023-10-01 13:00:00',1.00027,1.000508,1.00014,1.000224,1.000224,0
'2023-10-01 14:00:00',1.000215,1.000508,1.000125,1.000142,1.000142,349960192
'2023-10-01 15:00:00',1.000219,1.00037,1.000073,1.000099,1.000099,0
'2023-10-01 16:00:00',1.000092,1.0003,1.00007,1.000163,1.000163,0
'2023-10-01 17:00:00',1.000273,1.000442,1.000105,1.000239,1.000239,247963648
'2023-10-01 18:00:00',1.000201,1.000362,1.000069,1.000147,1.000147,0
'2023-10-01 19:00:00',1.000159,1.000228,1.000066,1.000142,1.000142,0
'2023-10-01 20:00:00',1.000122,1.000328,1.00005,1.000204,1.000204,0
'2023-10-01 21:00:00',1.000145,1.000342,1.000079,1.000152,1.000152,0
'2023-10-01 22:00:00',1.000196,1.000447,0.999791,0.999934,0.999934,2892513280
'2023-10-01 23:00:00',0.999956,1.00025,0.99977,0.999863,0.999863,838551552
'2023-10-02 00:00:00',1.000027,1.000293,0.999802,0.999962,0.999962,488468480
'2023-10-02 01:00:00',1.000033,1.000171,0.999864,1.000038,1.000038,31152128
'2023-10-02 02:00:00',0.999995,1.000235,0.999988,1.000141,1.000141,0
'2023-10-02 03:00:00',1.000082,1.000937,1.000003,1.00015,1.00015,401600512
'2023-10-02 04:00:00',1.000141,1.000376,1.000061,1.000199,1.000199,55230464
'2023-10-02 05:00:00',1.000123,1.000487,1.00004,1.000154,1.000154,364632064
'2023-10-02 06:00:00',1.000229,1.000378,1.000104,1.000158,1.000158,0
'2023-10-02 07:00:00',1.000311,1.000381,1.000059,1.000381,1.000381,524285952
'2023-10-02 08:00:00',1.000314,1.000764,1.000111,1.000342,1.000342,239814656
'2023-10-02 09:00:00',1.000437,1.000993,1.000267,1.000267,1.000267,0
'2023-10-02 10:00:00',1.000299,1.000635,1.000183,1.000404,1.000404,0
'2023-10-02 11:00:00',1.000448,1.000836,1.000249,1.000311,1.000311,190232576
'2023-10-02 12:00:00',1.000399,1.000711,1.000204,1.000711,1.000711,383471616
'2023-10-02 13:00:00',1.000716,1.000997,1.000506,1.000766,1.000766,579540992
'2023-10-02 14:00:00',1.000706,1.001006,1.000519,1.000589,1.000589,507328512
'2023-10-02 15:00:00',1.000581,1.000744,1.000331,1.000543,1.000543,709730304
'2023-10-02 16:00:00',1.000668,1.000668,1.000066,1.000102,1.000102,1163343872
'2023-10-02 17:00:00',1.000066,1.000315,0.999956,1.000169,1.000169,429772800
'2023-10-02 18:00:00',1.000233,1.000783,1.000131,1.000422,1.000422,1921624064
'2023-10-02 19:00:00',1.000262,1.000651,1.000209,1.000651,1.000651,1366032384
'2023-10-02 20:00:00',1.000516,1.000683,1.000135,1.000143,1.000143,0
'2023-10-02 21:00:00',1.000237,1.00083,1.000034,1.000338,1.000338,1280700416
'2023-10-02 22:00:00',1.000272,1.000608,1.000097,1.000118,1.000118,0
'2023-10-02 23:00:00',1.000251,1.000387,1.000039,1.000215,1.000215,0
'2023-10-03 00:00:00',1.000262,1.000509,0.999988,1.000087,1.000087,73699328
'2023-10-03 01:00:00',1.000263,1.000389,0.999957,1.000074,1.000074,92241920
'2023-10-03 02:00:00',0.999962,1.000294,0.999958,1.000116,1.000116,108212224
'2023-10-03 03:00:00',1.000118,1.000223,0.999972,1.000023,1.000023,0
'2023-10-03 04:00:00',0.999967,1.000399,0.999931,0.99994,0.99994,481595392
'2023-10-03 05:00:00',0.999911,1.000485,0.999874,1.000123,1.000123,195915776
'2023-10-03 06:00:00',1.000236,1.000255,0.999873,1.000014,1.000014,0
'2023-10-03 07:00:00',1.000014,1.000396,0.999837,0.999898,0.999898,0
'2023-10-03 08:00:00',1.000184,1.000184,0.999775,1.000067,1.000067,0
'2023-10-03 09:00:00',1.000087,1.000287,0.999781,1.000075,1.000075,0
'2023-10-03 10:00:00',1.000302,1.000401,0.999742,1.000031,1.000031,136329216
'2023-10-03 11:00:00',1.000148,1.000265,0.999833,0.999987,0.999987,73177088
'2023-10-03 12:00:00',1.000036,1.00043,0.999835,0.999944,0.999944,256987136
'2023-10-03 13:00:00',0.999935,1.000339,0.999832,1.000278,1.000278,107610112
'2023-10-03 14:00:00',1.000208,1.000462,0.999928,1.00005,1.00005,0
'2023-10-03 15:00:00',1.000094,1.000255,0.999897,0.999897,0.999897,0
'2023-10-03 16:00:00',1.000079,1.000236,0.999907,1.000097,1.000097,0
'2023-10-03 17:00:00',1.000165,1.000358,0.999986,1.000059,1.000059,0
'2023-10-03 18:00:00',1.000105,1.000202,0.999896,0.999976,0.999976,0
'2023-10-03 19:00:00',1.000113,1.000165,0.999945,1.000038,1.000038,0
'2023-10-03 20:00:00',1.000172,1.000172,0.999928,0.999937,0.999937,578107392
'2023-10-03 21:00:00',1.000041,1.000168,0.999956,1.000097,1.000097,0
'2023-10-03 22:00:00',1.000094,1.000187,0.999943,1.000049,1.000049,0
'2023-10-03 23:00:00',1.000021,1.00021,1.00002,1.000094,1.000094,676407296
'2023-10-04 00:00:00',1.000022,1.000372,0.999959,1.000151,1.000151,972648448
'2023-10-04 01:00:00',1.000062,1.000271,0.999884,0.999989,0.999989,398272512
'2023-10-04 02:00:00',1.000024,1.000206,0.99994,1.000081,1.000081,246155264
'2023-10-04 03:00:00',1.000061,1.000227,0.999921,1.000107,1.000107,0
'2023-10-04 04:00:00',1.0001,1.000199,0.999907,1.000104,1.000104,0
'2023-10-04 05:00:00',1.000066,1.000087,0.999934,1.000011,1.000011,0
'2023-10-04 06:00:00',0.999944,1.000162,0.999926,0.99995,0.99995,0
'2023-10-04 07:00:00',0.999947,1.000218,0.999919,1.000047,1.000047,0
'2023-10-04 08:00:00',1.00001,1.000163,0.999871,0.999964,0.999964,0
'2023-10-04 09:00:00',0.999964,1.000077,0.999811,0.999956,0.999956,0
'2023-10-04 10:00:00',1.000031,1.000164,0.999912,0.999982,0.999982,0
'2023-10-04 11:00:00',1.000025,1.000131,0.999884,0.999993,0.999993,0
'2023-10-04 12:00:00',0.999982,1.000095,0.999817,0.99994,0.99994,0
'2023-10-04 13:00:00',0.999954,1.000186,0.999834,0.999946,0.999946,0
'2023-10-04 14:00:00',0.999969,1.000064,0.999809,0.999952,0.999952,0
'2023-10-04 15:00:00',0.999946,1.000083,0.999821,0.9999,0.9999,0
'2023-10-04 16:00:00',0.999965,1.000097,0.999881,0.999903,0.999903,0
'2023-10-04 17:00:00',1.000009,1.000078,0.999854,1.000049,1.000049,0
'2023-10-04 18:00:00',0.999953,1.000402,0.999884,0.999969,0.999969,0
'2023-10-04 19:00:00',1.000186,1.000437,0.999843,1.000114,1.000114,490498048
'2023-10-04 20:00:00',0.999991,1.000561,0.999911,0.999938,0.999938,0
'2023-10-04 21:00:00',1.000044,1.000265,0.999926,1.000041,1.000041,0
'2023-10-04 22:00:00',1.000043,1.000203,0.999867,1.000016,1.000016,0
'2023-10-04 23:00:00',0.999986,1.000426,0.999953,1.000312,1.000312,0
'2023-10-05 00:00:00',1.000287,1.000405,0.999906,1.000103,1.000103,0
'2023-10-05 01:00:00',1.000179,1.000472,1.000026,1.000083,1.000083,0
'2023-10-05 02:00:00',1.000083,1.000406,1.000082,1.000211,1.000211,0
'2023-10-05 03:00:00',1.00011,1.000409,1.000015,1.000149,1.000149,0
'2023-10-05 04:00:00',1.000218,1.000364,1.000006,1.000108,1.000108,0
'2023-10-05 05:00:00',1.000192,1.000336,0.999924,1.000051,1.000051,0
'2023-10-05 06:00:00',1.00008,1.000446,0.999963,1.000041,1.000041,0
'2023-10-05 07:00:00',1.000094,1.000444,1.000008,1.000008,1.000008,0
'2023-10-05 08:00:00',1.000062,1.000193,0.999944,1.000134,1.000134,0
'2023-10-05 09:00:00',1.000134,1.000251,0.999976,1.000037,1.000037,0
'2023-10-05 10:00:00',1.000017,1.000147,0.999935,1.000006,1.000006,0
'2023-10-05 11:00:00',1.000071,1.00017,1.000011,1.00007,1.00007,0
'2023-10-05 12:00:00',1.000101,1.000315,1.000003,1.000133,1.000133,0
'2023-10-05 13:00:00',1.00014,1.000344,1,1.000296,1.000296,593485824
'2023-10-05 14:00:00',1.000275,1.000519,1.000067,1.000349,1.000349,189761536
'2023-10-05 15:00:00',1.000431,1.000646,1.00027,1.000335,1.000335,1349687296
'2023-10-05 16:00:00',1.000288,1.000434,1.000171,1.000307,1.000307,451125248
'2023-10-05 17:00:00',1.000246,1.00041,1.000137,1.000231,1.000231,384385024
'2023-10-05 18:00:00',1.000207,1.000333,1.000159,1.000279,1.000279,113965056
'2023-10-05 19:00:00',1.000203,1.00044,1.000123,1.000256,1.000256,0
'2023-10-05 20:00:00',1.00025,1.000434,1.00016,1.000291,1.000291,0
