@relation USDCUSD-1h
@attribute Date date "yyyy-MM-dd HH:mm:ss"
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric

@data
'2023-10-01 00:00:00',1.000111,1.000334,0.99996,1.000085,1.000085,0
'2023-10-01 01:00:00',1.000075,1.000271,0.99995,1.000021,1.000021,5976448
'2023-10-01 02:00:00',1.000101,1.000265,0.999947,1.000027,1.000027,0
'2023-10-01 03:00:00',1.000021,1.000338,0.999957,1.000106,1.000106,0
'2023-10-01 04:00:00',1.000095,1.000276,1.000005,1.000081,1.000081,0
'2023-10-01 05:00:00',1.000071,1.000216,0.999991,1.000164,1.000164,5999744
'2023-10-01 06:00:00',1.000052,1.000217,0.999939,1.000101,1.000101,52738304
'2023-10-01 07:00:00',1.000085,1.000236,0.999955,1.000002,1.000002,7311872
'2023-10-01 08:00:00',1.000043,1.000271,0.999978,1.000122,1.000122,1297536
'2023-10-01 09:00:00',1.000192,1.000294,0.999885,1.000029,1.000029,48639744
'2023-10-01 10:00:00',1.000003,1.00028,0.999898,1.000064,1.000064,57491328
'2023-10-01 11:00:00',1.000055,1.00042,0.999938,1.000037,1.000037,22120832
'2023-10-01 12:00:00',1.000096,1.000292,0.999964,1.000139,1.000139,0
'2023-10-01 13:00:00',1.00019,1.000394,1.000065,1.000162,1.000162,0
'2023-10-01 14:00:00',1.000205,1.00039,1.000018,1.000062,1.000062,0
'2023-10-01 15:00:00',1.000173,1.000275,0.999903,1.00005,1.00005,0
'2023-10-01 16:00:00',1.000044,1.000256,0.999998,1.000012,1.000012,0
'2023-10-01 17:00:00',1.000182,1.000287,1.000008,1.000182,1.000182,14558208
'2023-10-01 18:00:00',1.000121,1.000309,1.000015,1.000051,1.000051,8725120
'2023-10-01 19:00:00',1.000043,1.000141,1,1.000095,1.000095,16958336
'2023-10-01 20:00:00',1.000049,1.000292,1.000049,1.000112,1.000112,34637056
'2023-10-01 21:00:00',1.000086,1.000193,0.999991,1.000058,1.000058,0
'2023-10-01 22:00:00',1.000001,1.000406,0.999868,0.999956,0.999956,467474816
'2023-10-01 23:00:00',1.000048,1.00034,0.999865,1.000041,1.000041,154917120
'2023-10-02 00:00:00',1.000288,1.000379,0.99988,1.000042,1.000042,96070016
'2023-10-02 01:00:00',1.000138,1.000294,0.999914,1.000068,1.000068,61633280
'2023-10-02 02:00:00',1.000025,1.000246,0.999902,1.000083,1.000083,62516480
'2023-10-02 03:00:00',1.000041,1.000646,0.999967,1.000089,1.000089,109816320
'2023-10-02 04:00:00',1.000079,1.000314,0.999941,1.0001,1.0001,71631104
'2023-10-02 05:00:00',1.000061,1.000357,0.999962,1.00006,1.00006,96355584
'2023-10-02 06:00:00',1.000095,1.000354,0.999957,1.000022,1.000022,22324224
'2023-10-02 07:00:00',1.000307,1.000329,0.999932,1.000291,1.000291,141894144
'2023-10-02 08:00:00',1.000191,1.000497,0.999996,1.000094,1.000094,179749888
'2023-10-02 09:00:00',1.000171,1.000575,0.999968,0.999968,0.999968,64873728
'2023-10-02 10:00:00',0.99995,1.000282,0.99995,1.000078,1.000078,0
'2023-10-02 11:00:00',1.000162,1.000547,0.999923,0.999984,0.999984,68278272
'2023-10-02 12:00:00',1.000106,1.000304,0.999927,1.000274,1.000274,83980032
'2023-10-02 13:00:00',1.000437,1.00052,0.999994,1.000303,1.000303,130298880
'2023-10-02 14:00:00',1.00017,1.000561,0.999861,1.000131,1.000131,237460224
'2023-10-02 15:00:00',1.000083,1.000306,0.999854,1.000015,1.000015,181423616
