Date,Open,High,Low,Close,Adj Close,Volume,SMA_7,SMA_14,EMA_7,EMA_14,RSI,Stoch_RSI,Upper_BB,Lower_BB,MACD
2014-10-14,0.003188154028970416,0.002915910413455458,0.0033199241254161156,0.00330570133011585,0.00330570133011585,9.28218083503569e-05,0.002580893938778817,0.0021568296194449522,0.0024973244974801283,0.002299564633246112,0.5241626172781236,0.9919322958674082,0.0026641210117099284,0.0025053685981460396,0.48828274994985565
2014-10-15,0.003325642679435876,0.0027778045640520195,0.0032812895902972097,0.003215226479142119,0.003215226479142119,5.5141378599964224e-05,0.002672403347082499,0.0021693296050631704,0.0025662612340779677,0.00234840597851445,0.5140169120104569,0.9659955117103771,0.0026186498619866104,0.0025301866099344426,0.4885288487737948
2014-10-16,0.0032301000030061063,0.002727934515399078,0.0030442279242521102,0.003033934868790238,0.003033934868790238,6.005045669930722e-05,0.002710750095254367,0.002177713709238118,0.0025706083789239433,0.0023646229107955985,0.5010918768456002,0.9329535655421519,0.0025692178927637756,0.002551032407539181,0.48863633491136477
2014-10-17,0.003055519357941546,0.002533571445423331,0.003079252556374735,0.0030517716188893556,0.0030517716188893556,2.1900175548031343e-05,0.0027593036528014464,0.002204875757543695,0.002578526642922963,0.002381167063635842,0.5639756555208395,1.0,0.0025334930898191967,0.0025661707461479425,0.48873765225444143
2014-10-18,0.0030736275639826546,0.002674724696297112,0.0031333527050198423,0.0031657964867570984,0.0031657964867570984,1.5677565030209543e-05,0.002823053703885687,0.002274977707378501,0.0026142426102972282,0.0024117013515206113,0.7444314303723969,1.0,0.0025592179592016763,0.0025602237162097473,0.4888830523823197
2014-10-19,0.0031816530665894974,0.0026569493744029327,0.003246416138994654,0.0031376612743733677,0.0031376612743733677,0.0,0.00284710951703555,0.002352316586358525,0.0026336806555473775,0.002434082777161025,0.7884956121822012,1.0,0.0025820596606982993,0.0025573534474912386,0.48898733222611224
2014-10-20,0.0031516259765510986,0.002600736209430153,0.003122493497334401,0.003038223441756919,0.003038223441756919,2.9930389029590558e-05,0.00283055238260964,0.00241142869855345,0.0026222913787196252,0.0024392994976321623,0.7209946658260535,0.8965261162227037,0.0025748780075229433,0.002558813330573783,0.4890210905368063
2014-10-21,0.003050546701516119,0.002638094912823359,0.0031614903133209108,0.0030920900919407324,0.0030920900919407324,2.357614033881058e-05,0.002799063446096079,0.0024677647873468296,0.002627816227118882,0.0024514573633702395,0.7147131774975782,0.864808107541188,0.002579924310283018,0.0025577531264145094,0.48907901451359653
2014-10-22,0.0031054207669198274,0.0025787462351811825,0.003182861197172489,0.003042867961751246,0.003042867961751246,1.6317235372831e-05,0.002773655670465645,0.0025016170660671724,0.002619106224330909,0.002454992648739104,0.6393520047331015,0.680228456180958,0.0025909900568409127,0.0025585159905806235,0.4891015489790062
2014-10-23,0.003058576875783742,0.002527301310096649,0.0027931649784166596,0.002675729434239476,0.002675729434239476,5.8531488950302785e-05,0.0027208517623766213,0.002494213197399671,0.0025167025146904365,0.002406020410875793,0.44498932926229695,0.24927393673528753,0.002590887350767699,0.0025567732015493363,0.4889306091799557
2014-10-24,0.002696843525253116,0.0022254109818440043,0.002745710333014706,0.002674661140297723,0.002674661140297723,2.755605808746825e-05,0.0026652610171498396,0.0024906092797790844,0.0024396218372234216,0.0023634879367072765,0.46068280547704765,0.2581728178609444,0.0025622632234797316,0.002640560412069128,0.4888005920148677
2014-10-25,0.002697140217725211,0.002160025352048402,0.0025882131045365142,0.002510330903957886,0.002510330903957886,3.479843704905049e-05,0.00256863728939134,0.0024737738580151397,0.0023389006257878895,0.0023034129136121147,0.4090767737527548,0.0,0.002510681937248996,0.0027466870892484258,0.4886191327977145
2014-10-26,0.002532029271624941,0.002150693130051535,0.0026041317996057882,0.0026206314609409417,0.0026206314609409417,1.526640943804796e-05,0.0024924207049556234,0.0024470610387332735,0.0022921628292695774,0.002267008807765879,0.3608053349636271,0.0,0.002469719610179109,0.0028367060915043115,0.4885423963062865
2014-10-27,0.002640233242680647,0.0021421040681679094,0.0026929090488542157,0.0025951821541818553,0.0025951821541818553,2.0282621634863417e-05,0.0024271109436503654,0.002405134979418518,0.0022504641874918348,0.0022318894865421923,0.27614253746381173,0.0,0.0024394581329530507,0.0029008433261070825,0.48847791775063826
2014-10-28,0.00261704865109028,0.0021618191714594627,0.002736255539837649,0.0026638731376353933,0.0026638731376353933,5.5029030263173265e-06,0.002363986472281977,0.0023566811164082986,0.0022371273774002523,0.0022111874372269997,0.2303426008490811,0.0,0.0024347824501610204,0.002914296088725549,0.4884727822968409
2014-10-29,0.0026745494640446395,0.0021304533646201544,0.0024744241869922253,0.002337008250152434,0.002337008250152434,3.498421213296549e-05,0.002259934027120858,0.0022903813398339966,0.0021417718511520536,0.0021470691296578254,0.18920426145764763,0.0,0.002472819042869467,0.002819528134329006,0.4883082935674595
2014-10-30,0.0023572112725827052,0.002029546016429823,0.002470331242839138,0.0024811568334552996,0.0024811568334552996,6.913377556453187e-05,0.002231251621055927,0.002248650185744825,0.0021078963002049886,0.0021118977423580355,0.2913959295422603,0.17052084593088349,0.0024857174820611125,0.002776712491055335,0.4882660148804962
