Date,Open,High,Low,Close,Volume,Close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2022-08-01 08:00:00,1678.12,1690.58,1672.63,1688.31,29663.5047,1659315599999,49841897.690203,34796,15165.9519,25489021.148645,0
2022-08-01 09:00:00,1688.32,1699.08,1683.76,1696.74,19071.9861,1659319199999,32267370.312612,26320,9837.4463,16646186.162895,0
2022-08-01 10:00:00,1696.74,1704.68,1690.32,1695.04,17712.3643,1659322799999,30044326.215475,24071,8758.1831,14858035.156753,0
2022-08-01 11:00:00,1695.04,1696.79,1682.36,1691.77,13733.9485,1659326399999,23196291.329186,21185,6754.5177,11408443.0211,0
2022-08-01 12:00:00,1691.78,1697.0,1688.46,1695.0,10086.5889,1659329999999,17075733.870394,16907,5157.612,8730825.39952,0
2022-08-01 13:00:00,1695.01,1697.22,1684.17,1692.0,14561.8233,1659333599999,24607196.868045,21005,7074.4371,11956474.216627,0
2022-08-01 14:00:00,1691.99,1692.61,1675.09,1685.31,22939.1737,1659337199999,38579897.310275,31072,10564.7467,17770903.488353,0
2022-08-01 15:00:00,1685.31,1696.94,1672.79,1692.87,27334.1354,1659340799999,45983372.74804,32866,14140.8007,23800751.894256,0
2022-08-01 16:00:00,1692.88,1695.36,1681.55,1683.3,13607.5906,1659344399999,22976915.673307,23322,6296.6966,10634093.430305,0
2022-08-01 17:00:00,1683.31,1692.45,1681.76,1686.89,11084.3348,1659347999999,18717988.34449,20033,5271.2323,8901144.266705,0
2022-08-01 18:00:00,1686.9,1688.28,1647.33,1657.44,46778.25,1659351599999,78001372.532393,53596,18229.078,30405259.452097,0
2022-08-01 19:00:00,1657.44,1670.0,1641.09,1668.21,41431.675,1659355199999,68618700.253176,50756,21804.7711,36124863.277835,0
2022-08-01 20:00:00,1668.21,1678.21,1653.28,1656.46,26407.0447,1659358799999,43968190.41345,37479,12235.7803,20379760.008438,0
2022-08-01 21:00:00,1656.45,1672.39,1636.47,1666.01,63482.1782,1659362399999,104852098.542076,74717,30746.4949,50805515.630609,0
2022-08-01 22:00:00,1666.02,1690.59,1663.57,1685.69,66544.3864,1659365999999,111754476.43248,77857,35822.0268,60162107.37074,0
2022-08-01 23:00:00,1685.69,1687.99,1666.17,1672.6,36227.5461,1659369599999,60717207.377596,43308,18422.3665,30870768.801565,0
2022-08-02 00:00:00,1672.59,1673.59,1652.33,1655.28,52840.8975,1659373199999,87728170.994662,81260,23272.5582,38637449.816033,0
2022-08-02 01:00:00,1655.28,1655.75,1623.51,1633.33,87170.4764,1659376799999,142559147.936086,91701,41029.7827,67082341.530378,0
2022-08-02 02:00:00,1633.32,1636.0,1615.99,1627.23,46206.5405,1659380399999,75147390.294767,58704,23160.1847,37666834.427757,0
2022-08-02 03:00:00,1627.24,1633.9,1617.0,1622.27,33380.9803,1659383999999,54230446.967762,40494,16689.2588,27115599.475212,0
2022-08-02 04:00:00,1622.28,1630.74,1609.0,1628.2,30965.5196,1659387599999,50211348.40229,42729,15796.8271,25620977.125515,0
2022-08-02 05:00:00,1628.2,1634.2,1618.37,1624.25,19727.5764,1659391199999,32068398.036688,30496,10753.5869,17485399.122656,0
2022-08-02 06:00:00,1624.25,1631.5,1606.12,1628.7,31411.8436,1659394799999,50891140.767551,44343,15177.9488,24592931.333868,0
2022-08-02 07:00:00,1628.7,1644.14,1622.93,1630.28,39196.1998,1659398399999,64097129.64645,50553,20612.7956,33713382.617312,0
2022-08-02 08:00:00,1630.28,1657.11,1626.72,1632.5,52427.8052,1659401999999,85944235.216886,58129,25240.6653,41392278.006368,0
2022-08-02 09:00:00,1632.49,1640.81,1600.0,1605.56,41541.3936,1659405599999,67156262.207127,59223,16851.8719,27252613.349636,0
2022-08-02 10:00:00,1605.57,1613.09,1582.13,1588.75,54185.3888,1659409199999,86441157.286393,63147,24622.1951,39283529.535081,0
2022-08-02 11:00:00,1588.75,1588.75,1568.35,1577.35,52039.9917,1659412799999,82096375.739868,64359,26405.5438,41648802.365965,0
2022-08-02 12:00:00,1577.3,1586.27,1566.17,1576.31,35064.3954,1659416399999,55326657.349488,45304,16868.7873,26611516.254516,0
2022-08-02 13:00:00,1576.32,1585.97,1574.3,1578.74,22704.9359,1659419999999,35917162.321136,37683,10801.9244,17087399.276877,0
2022-08-02 14:00:00,1578.74,1593.57,1578.61,1586.31,20153.2822,1659423599999,31995829.16308,36492,10297.6506,16349118.327951,0
2022-08-02 15:00:00,1586.31,1599.99,1573.11,1593.52,43349.0548,1659427199999,68692606.484817,56637,23904.6582,37920093.841484,0
2022-08-02 16:00:00,1593.52,1595.08,1577.7,1580.47,20500.0968,1659430799999,32494793.96543,37487,9676.1639,15338730.741366,0
2022-08-02 17:00:00,1580.47,1583.74,1559.28,1570.44,35320.6884,1659434399999,55513317.105641,47549,15374.4633,24169719.823158,0
2022-08-02 18:00:00,1570.44,1590.0,1562.31,1587.45,43841.1625,1659437999999,69167912.948655,55373,24603.192,38821864.467478,0
2022-08-02 19:00:00,1587.44,1598.99,1583.0,1587.36,37512.4358,1659441599999,59642984.877697,52079,21147.0596,33620532.760009,0
2022-08-02 20:00:00,1587.36,1590.56,1564.17,1571.03,36094.2422,1659445199999,56929269.117746,50219,16571.975,26137958.24028,0
2022-08-02 21:00:00,1571.03,1588.41,1569.6,1581.23,48368.7387,1659448799999,76317502.013144,67660,26042.4828,41098994.122795,0
2022-08-02 22:00:00,1581.22,1636.04,1566.66,1623.7,132487.2076,1659452399999,212207689.39369,149599,69366.1102,111095115.481265,0
2022-08-02 23:00:00,1623.71,1637.99,1606.57,1629.93,67018.939,1659455999999,108766354.092511,95846,34154.3993,55437933.993604,0
2022-08-03 00:00:00,1629.92,1675.94,1626.43,1668.63,105297.6502,1659459599999,174819077.759665,128541,49381.7528,81903178.817414,0
2022-08-03 01:00:00,1668.63,1678.0,1643.33,1650.59,63949.4818,1659463199999,106279187.359754,81178,25617.4886,42554846.772973,0
2022-08-03 02:00:00,1650.59,1664.99,1634.38,1635.5,33047.153,1659466799999,54597728.851707,50182,16686.4527,27576920.14013,0
2022-08-03 03:00:00,1635.51,1655.0,1622.02,1637.14,40793.7246,1659470399999,66856935.325795,59109,20784.5863,34068780.410905,0
