Date,Open,High,Low,Close,Volume,Close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1659434400000,22711.68000000,22868.00000000,22673.84000000,22858.17000000,5513.08462000,1659437999999,125622234.74683660,206805,2882.42080000,65684056.83821080,0
1659438000000,22858.17000000,22973.08000000,22836.00000000,22882.61000000,6118.62975000,1659441599999,140168379.16686920,211066,3016.07062000,69095811.86991570,0
1659441600000,22882.61000000,22910.35000000,22666.05000000,22735.46000000,6508.09848000,1659445199999,148374457.55012280,219172,3012.99448000,68699694.93088840,0
1659445200000,22737.06000000,22887.43000000,22700.00000000,22799.96000000,9008.03806000,1659448799999,205384732.06896410,293013,4464.80305000,101808919.05469990,0
1659448800000,22799.96000000,23151.24000000,22670.00000000,23025.61000000,16571.43170000,1659452399999,379485427.12146750,417359,8472.13985000,194055712.95249670,0
1659452400000,23025.61000000,23109.10000000,22806.52000000,22979.50000000,9314.78550000,1659455999999,213671960.03255380,291318,4662.41187000,106958408.81612370,0
1659456000000,22977.78000000,23459.89000000,22946.73000000,23378.71000000,12556.45112000,1659459599999,291665197.06428690,334857,6629.35834000,153997286.23105740,0
1659459600000,23380.12000000,23442.90000000,23149.30000000,23186.84000000,8193.26662000,1659463199999,190886196.66572830,251231,3959.74111000,92254125.76675530,0
1659463200000,23186.84000000,23282.33000000,22961.59000000,22981.11000000,7280.98943000,1659466799999,168543506.73319690,217376,3652.06447000,84562086.21215810,0
1659466800000,22982.89000000,23100.00000000,22870.10000000,22951.21000000,6473.98442000,1659470399999,148750990.85099900,188564,3152.99474000,72459717.66016320,0
1659470400000,22951.21000000,23063.60000000,22910.00000000,23030.58000000,4755.40242000,1659473999999,109348820.24113830,143866,2422.65283000,55711657.40607300,0
1659474000000,23028.83000000,23146.67000000,22943.29000000,23093.38000000,2931.75500000,1659477599999,67514621.40121830,99702,1513.77668000,34863704.91331380,0
1659477600000,23093.02000000,23148.60000000,23024.36000000,23100.92000000,4107.35690000,1659481199999,94870743.89614200,133078,1993.67593000,46050611.77750650,0
1659481200000,23100.92000000,23134.99000000,22927.61000000,22987.79000000,4378.17876000,1659484799999,100856574.49356050,137368,2091.44503000,48187563.45557920,0
1659484800000,22985.93000000,23079.39000000,22727.00000000,22793.56000000,7221.49504000,1659488399999,165142961.43351050,228223,3256.36575000,74489760.52254150,0
1659488400000,22793.57000000,22836.00000000,22681.22000000,22801.57000000,5420.13145000,1659491999999,123374344.74356530,181391,2627.67051000,59820591.10590040,0
1659492000000,22803.27000000,22857.00000000,22725.50000000,22776.69000000,5036.01789000,1659495599999,114776753.13585570,163474,2323.16413000,52950680.00238730,0
1659495600000,22776.69000000,22882.40000000,22758.30000000,22862.72000000,4117.03166000,1659499199999,94000566.44798060,155454,2078.92597000,47468663.46200100,0
1659499200000,22863.65000000,22901.94000000,22822.40000000,22831.56000000,3692.98097000,1659502799999,84414902.91669930,148015,1837.18985000,41998451.08142260,0
1659502800000,22831.56000000,22962.72000000,22802.00000000,22916.75000000,4041.26715000,1659506399999,92521939.80718810,155853,2112.09163000,48356615.44043490,0
1659506400000,22915.59000000,23074.86000000,22913.66000000,23043.44000000,4545.00541000,1659509999999,104603363.92961980,171626,2269.65885000,52238132.36623500,0
1659510000000,23044.99000000,23055.00000000,22954.00000000,22989.96000000,4049.44896000,1659513599999,93201629.09054130,160066,1979.42804000,45561761.63777440,0
1659513600000,22989.16000000,23300.00000000,22987.46000000,23294.80000000,7411.06418000,1659517199999,171764800.91632840,244363,3822.78902000,88597521.90904360,0
1659517200000,23293.27000000,23400.00000000,23286.24000000,23383.55000000,7002.52079000,1659520799999,163468185.04272590,218322,3556.27129000,83018668.58157150,0
1659520800000,23385.48000000,23453.35000000,23326.43000000,23410.54000000,6486.94851000,1659524399999,151798226.12413540,219940,3341.94336000,78211897.36552800,0
1659524400000,23410.53000000,23471.50000000,23291.07000000,23402.83000000,6659.78507000,1659527999999,155748280.20548400,222801,3355.62862000,78484468.42694370,0
1659528000000,23405.14000000,23647.68000000,23239.34000000,23264.69000000,11639.40093000,1659531599999,272619793.81900580,321346,5719.40383000,133996602.24966950,0
1659531600000,23263.57000000,23400.00000000,23229.28000000,23341.12000000,8255.89325000,1659535199999,192474175.30941590,283917,4327.83849000,100906764.16376680,0
1659535200000,23341.12000000,23430.19000000,23207.29000000,23301.49000000,8271.14791000,1659538799999,192920336.68125690,295095,4083.94994000,95263285.60435660,0
1659538800000,23300.01000000,23404.99000000,23257.95000000,23352.76000000,5894.84599000,1659542399999,137623608.83137300,221446,3049.32115000,71197346.92677990,0
1659542400000,23352.76000000,23528.17000000,23256.87000000,23440.93000000,6719.64849000,1659545999999,157187806.94518380,223752,3511.69821000,82161736.13816020,0
1659546000000,23440.93000000,23574.98000000,23400.61000000,23448.59000000,7064.29821000,1659549599999,165931974.82792660,215396,3629.94498000,85270394.69872500,0
1659549600000,23448.59000000,23531.46000000,23352.08000000,23487.95000000,5454.11258000,1659553199999,127949191.25101700,175039,2683.18079000,62953665.42773750,0
1659553200000,23487.95000000,23541.85000000,23414.51000000,23462.00000000,4929.13101000,1659556799999,115712692.19784300,173124,2402.77544000,56410202.73431150,0
1659556800000,23460.51000000,23486.48000000,23245.00000000,23322.38000000,4637.94587000,1659560399999,108253562.98397880,156260,2204.28190000,51454717.45758390,0
1659560400000,23323.84000000,23367.00000000,23252.00000000,23267.83000000,2349.03381000,1659563999999,54742478.44871640,102007,1218.98720000,28411950.11420920,0
1659564000000,23267.83000000,23282.00000000,22876.85000000,22932.21000000,7386.00534000,1659567599999,170448521.43765370,223649,3331.59657000,76893968.49718850,0
1659567600000,22932.21000000,22934.61000000,22720.00000000,22818.37000000,7663.64948000,1659571199999,174750657.27801300,227083,3631.45071000,82811046.83957190,0
1659571200000,22816.91000000,23023.82000000,22791.46000000,23006.01000000,7206.91975000,1659574799999,165261116.24294290,240710,3755.30104000,86111433.34864770,0
1659574800000,23006.00000000,23223.32000000,22998.18000000,23141.21000000,6677.46523000,1659578399999,154426980.76459890,230570,3406.06649000,78773979.64781210,0
1659578400000,23141.21000000,23192.44000000,23080.00000000,23134.92000000,4958.01269000,1659581999999,114726123.58503070,176859,2428.96788000,56207193.45286020,0
1659582000000,23133.45000000,23156.00000000,23028.09000000,23095.74000000,4345.30861000,1659585599999,100316387.46704710,172668,2100.54860000,48492178.86034500,0
1659585600000,23095.74000000,23174.45000000,23066.16000000,23084.45000000,3826.03186000,1659589199999,88458020.08015740,156933,1853.99276000,42865807.57542700,0
1659589200000,23085.58000000,23150.00000000,23051.43000000,23123.82000000,3736.18766000,1659592799999,86284882.71200350,151398,1887.72033000,43598752.47138850,0
1659592800000,23122.44000000,23185.35000000,22815.35000000,22937.73000000,9061.76039000,1659596399999,207959432.61415510,282928,4402.48554000,101035236.27139970,0
1659596400000,22937.73000000,23030.92000000,22908.30000000,22947.92000000,4713.74273000,1659599999999,108316366.35535240,179018,2305.52329000,52980739.77744240,0
1659600000000,22947.92000000,22950.00000000,22767.86000000,22798.24000000,6697.60808000,1659603599999,153140247.34928310,220841,3064.98051000,70088089.41223500,0
1659603600000,22799.80000000,22909.67000000,22786.78000000,22870.10000000,5070.46044000,1659607199999,115824692.67509100,189285,2527.38439000,57736465.47456480,0
1659607200000,22868.67000000,22956.41000000,22819.60000000,22863.83000000,5011.36339000,1659610799999,114727595.77370200,184897,2521.42340000,57730806.75666600,0
1659610800000,22863.83000000,22924.07000000,22800.00000000,22885.01000000,4796.23584000,1659614399999,109706093.23481420,175674,2374.71607000,54320630.06597790,0
1659614400000,22885.01000000,22985.60000000,22750.00000000,22895.80000000,8302.00137000,1659617999999,189869090.62779470,249158,4182.68597000,95679271.57988020,0
1659618000000,22897.12000000,23148.99000000,22840.00000000,23029.09000000,11914.37670000,1659621599999,273894529.34071020,340538,6076.93754000,139708542.12610980,0
1659621600000,23027.60000000,23141.00000000,22785.06000000,22922.38000000,11605.14444000,1659625199999,265923227.02132590,342071,5773.76253000,132303730.95385270,0
1659625200000,22921.34000000,22953.68000000,22765.73000000,22931.68000000,6911.65919000,1659628799999,158092761.39666680,222190,3407.97038000,77959230.70435080,0
1659628800000,22931.68000000,22980.00000000,22527.00000000,22587.50000000,9877.28422000,1659632399999,224713346.93558490,270126,4435.15344000,100946077.07748860,0
1659632400000,22585.47000000,22659.99000000,22550.57000000,22633.95000000,6911.35260000,1659635999999,156232749.66013150,194138,3565.12288000,80594832.83245730,0
1659636000000,22632.97000000,22719.99000000,22400.00000000,22539.02000000,9134.47998000,1659639599999,206046867.11107930,240708,4193.62346000,94616025.77839920,0
1659639600000,22541.68000000,22639.34000000,22427.27000000,22451.24000000,6050.56541000,1659643199999,136327239.06185400,191032,2937.02966000,66181610.79867200,0
1659643200000,22451.28000000,22555.00000000,22449.09000000,22511.22000000,4497.54371000,1659646799999,101234298.63241430,142466,2249.33739000,50631520.01150620,0
1659646800000,22511.22000000,22570.47000000,22481.70000000,22495.34000000,2516.70886000,1659650399999,56676475.81872870,90906,1219.72121000,27469223.38286660,0
1659650400000,22495.34000000,22639.77000000,22450.00000000,22622.52000000,6208.32552000,1659653999999,140107819.59481560,170389,3043.71433000,68684499.43738740,0
1659654000000,22622.52000000,22670.00000000,22570.00000000,22622.98000000,4824.13149000,1659657599999,109167990.37936480,150635,2409.65164000,54532275.07020960,0
1659657600000,22622.41000000,22682.65000000,22586.95000000,22632.00000000,4571.73014000,1659661199999,103517339.16681590,172453,2334.22865000,52854893.78281830,0
1659661200000,22632.00000000,22920.61000000,22627.24000000,22893.44000000,7250.91320000,1659664799999,165124138.11647920,218946,3827.23522000,87154426.30387110,0
1659664800000,22893.44000000,23115.38000000,22858.59000000,23044.91000000,9837.13280000,1659668399999,226109093.12864980,287071,4884.49354000,112280110.77616470,0
1659668400000,23044.91000000,23200.00000000,23040.00000000,23175.32000000,7415.99555000,1659671999999,171466314.73383180,219786,3948.58595000,91290286.40149810,0
1659672000000,23173.90000000,23247.84000000,23093.94000000,23152.02000000,5732.52901000,1659675599999,132818451.74521900,201919,2902.14968000,67246661.53101090,0
1659675600000,23152.02000000,23228.59000000,23065.82000000,23189.78000000,5425.93988000,1659679199999,125450896.07856170,198962,2741.88751000,63400789.76409750,0
1659679200000,23189.77000000,23432.51000000,23188.90000000,23282.02000000,7956.52743000,1659682799999,185346803.84780650,255956,4219.60108000,98308956.27021920,0
1659682800000,23282.02000000,23299.27000000,23157.49000000,23186.08000000,4984.31193000,1659686399999,115656756.04950970,169772,2427.58444000,56332550.68051120,0
1659686400000,23185.08000000,23254.92000000,23095.17000000,23151.46000000,5536.67841000,1659689999999,128227269.42849960,187201,2810.10398000,65086757.95724370,0
1659690000000,23151.46000000,23189.66000000,23120.48000000,23132.21000000,4048.88956000,1659693599999,93733472.10643360,147528,2024.50947000,46870358.89447390,0
1659693600000,23132.21000000,23253.39000000,23105.47000000,23196.04000000,5203.80640000,1659697199999,120624557.78466990,174116,2670.36202000,61901829.98000550,0
1659697200000,23195.46000000,23441.10000000,23151.04000000,23405.13000000,10607.82125000,1659700799999,247191011.86528760,299777,5423.59104000,126395673.73557800,0
1659700800000,23403.67000000,23472.86000000,22921.25000000,23018.93000000,17134.38188000,1659704399999,397336620.43694840,427849,8060.35513000,186960879.97811650,0
1659704400000,23018.93000000,23101.00000000,22879.42000000,23054.81000000,10640.45176000,1659707999999,244844303.57087340,306532,5320.67710000,122442794.78505570,0
1659708000000,23053.25000000,23360.00000000,23022.50000000,23177.08000000,12296.49544000,1659711599999,285634942.72591350,336307,6139.81007000,142620983.53578880,0
1659711600000,23177.08000000,23204.64000000,22957.98000000,22988.25000000,8809.01549000,1659715199999,203148109.21485630,261566,4181.39752000,96433639.89884210,0
1659715200000,22988.26000000,23076.69000000,22900.00000000,23034.35000000,7440.73005000,1659718799999,171097217.45664460,219072,3657.43104000,84106739.50921000,0
1659718800000,23034.35000000,23104.00000000,22800.00000000,22828.26000000,8366.91113000,1659722399999,192162760.20244500,222665,4137.98914000,95057332.49455030,0
1659722400000,22828.26000000,22892.73000000,22754.13000000,22806.02000000,5493.94588000,1659725999999,125447133.51736410,172401,2765.56548000,63157923.80093480,0
1659726000000,22806.02000000,22957.51000000,22775.23000000,22932.83000000,5700.82654000,1659729599999,130439013.57295480,180851,2975.04714000,68074130.50772520,0
1659729600000,22931.23000000,23004.34000000,22839.27000000,22983.39000000,4370.87889000,1659733199999,100223978.54362990,144500,2250.56057000,51609551.69042110,0
1659733200000,22981.30000000,23223.53000000,22980.00000000,23106.58000000,5539.43793000,1659736799999,128044370.00907970,171730,2910.33801000,67274468.75898610,0
1659736800000,23106.58000000,23281.98000000,23106.58000000,23243.41000000,5280.89043000,1659740399999,122487626.59021570,175132,2735.94697000,63465499.08904580,0
1659740400000,23244.67000000,23329.00000000,23154.70000000,23312.42000000,5605.45651000,1659743999999,130303771.46181940,188477,2891.10403000,67212710.55589520,0
1659744000000,23313.56000000,23354.36000000,23201.27000000,23264.97000000,5770.02445000,1659747599999,134304887.23523260,215964,2929.50409000,68193423.99879610,0
1659747600000,23264.97000000,23297.00000000,23187.62000000,23224.39000000,3460.10992000,1659751199999,80424486.00682900,142118,1670.15242000,38821700.35317950,0
1659751200000,23223.24000000,23288.52000000,23190.93000000,23266.26000000,3375.21779000,1659754799999,78400165.96077970,133428,1681.53546000,39061503.66886960,0
1659754800000,23266.22000000,23283.72000000,23152.42000000,23173.65000000,3982.38759000,1659758399999,92394965.25912740,154479,1896.12470000,43993518.27236300,0
1659758400000,23173.65000000,23227.71000000,23160.27000000,23208.23000000,2400.00516000,1659761999999,55666971.34526950,115282,1185.93403000,27507792.67360680,0
1659762000000,23209.90000000,23236.93000000,23141.22000000,23195.99000000,3624.09863000,1659765599999,84012821.72870050,150064,1774.90591000,41148148.21073980,0
1659765600000,23194.70000000,23211.20000000,23140.02000000,23187.74000000,2823.60726000,1659769199999,65449650.61947170,127018,1407.89303000,32636177.67626670,0
1659769200000,23187.19000000,23236.55000000,23166.29000000,23205.87000000,3094.62555000,1659772799999,71782843.87950400,135538,1558.10755000,36143840.60111340,0
1659772800000,23204.77000000,23258.61000000,23100.00000000,23151.86000000,4579.00249000,1659776399999,106175360.62701030,180357,2283.54591000,52953584.51989740,0
1659776400000,23153.33000000,23196.64000000,23135.90000000,23170.28000000,2654.11133000,1659779999999,61481971.00744730,129116,1325.31845000,30702451.31612550,0
1659780000000,23170.28000000,23213.00000000,23167.37000000,23179.51000000,2416.90754000,1659783599999,56048102.65845770,120096,1203.01479000,27898888.82755400,0
1659783600000,23179.50000000,23201.69000000,23150.95000000,23157.42000000,2991.33811000,1659787199999,69325386.04962100,126800,1442.37961000,33429065.76838730,0
1659787200000,23157.42000000,23204.67000000,23153.59000000,23172.47000000,2602.40182000,1659790799999,60318606.98629250,129655,1294.51915000,30005903.56402870,0
1659790800000,23172.47000000,23236.49000000,23166.01000000,23188.74000000,3011.87560000,1659794399999,69886035.37161810,132657,1560.05851000,36200536.43681470,0
1659794400000,23189.90000000,23234.58000000,23172.20000000,23220.36000000,2701.20803000,1659797999999,62678222.99351090,123375,1391.47492000,32289185.24150540,0
1659798000000,23220.36000000,23232.22000000,23172.16000000,23202.21000000,2590.71218000,1659801599999,60113269.84270250,114520,1228.82294000,28513911.46445040,0
1659801600000,23201.18000000,23226.66000000,23143.04000000,23156.72000000,3189.54167000,1659805199999,74000621.63226800,126250,1562.01132000,36243292.10503530,0
1659805200000,23156.72000000,23256.37000000,22982.49000000,23128.83000000,7525.45014000,1659808799999,174079759.02498750,252798,3729.67523000,86285044.92662750,0
1659808800000,23130.69000000,23211.27000000,23083.69000000,23181.57000000,3634.37716000,1659812399999,84134779.86111880,140619,1846.76334000,42755145.92177370,0
1659812400000,23180.23000000,23205.00000000,23145.12000000,23185.12000000,2754.56330000,1659815999999,63857640.41194170,106720,1382.68972000,32056010.98407580,0
1659816000000,23186.32000000,23200.00000000,23103.03000000,23172.41000000,2760.40553000,1659819599999,63899005.98836050,106179,1314.16908000,30421881.86810340,0
1659819600000,23174.35000000,23207.65000000,23168.00000000,23178.84000000,1760.98895000,1659823199999,40835151.97070640,76041,956.80385000,22188113.08497630,0
1659823200000,23178.84000000,23220.00000000,23147.45000000,23173.63000000,3054.21303000,1659826799999,70775163.57364790,110931,1494.07736000,34623935.54758330,0
1659826800000,23173.63000000,23174.97000000,22909.52000000,22954.21000000,7154.62984000,1659830399999,164647786.67196270,210223,3319.49473000,76389251.02115970,0
1659830400000,22954.21000000,23051.92000000,22844.62000000,22889.24000000,5343.43342000,1659833999999,122670270.40977630,196050,2628.52436000,60357676.64115590,0
1659834000000,22889.25000000,22938.00000000,22854.26000000,22911.34000000,4117.69791000,1659837599999,94304172.49361850,162025,2029.60862000,46485063.33110930,0
1659837600000,22910.32000000,23007.75000000,22903.60000000,22996.12000000,2859.50901000,1659841199999,65636301.30651110,134004,1489.82419000,34196979.47328990,0
1659841200000,22996.12000000,23042.31000000,22968.65000000,22990.10000000,3649.50686000,1659844799999,83932140.51364450,140171,1792.63372000,41228126.70514510,0
1659844800000,22990.10000000,23025.00000000,22938.47000000,22950.57000000,3507.57328000,1659848399999,80626013.61731010,136220,1709.15571000,39288364.82656150,0
1659848400000,22949.17000000,22998.93000000,22946.89000000,22969.39000000,2150.49454000,1659851999999,49408501.19911750,110189,1073.48172000,24664250.76598350,0
1659852000000,22969.39000000,23020.44000000,22965.45000000,23005.76000000,2225.20884000,1659855599999,51175902.67073160,107617,1143.32240000,26295052.53281190,0
1659855600000,23005.20000000,23029.62000000,22990.49000000,23015.95000000,2399.76585000,1659859199999,55216909.10864680,111478,1246.31446000,28677708.18895610,0
