,Date,Open,High,Low,Close,Adj Close,Volume
2435,2021/6/1,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297.0
2436,2021/6/2,36699.92188,38231.33984,35966.30859,37575.17969,37575.17969,33070867190.0
2437,2021/6/3,37599.41016,39478.95313,37243.97266,39208.76563,39208.76563,35460750427.0
2438,2021/6/4,39242.48438,39242.48438,35717.72266,36894.40625,36894.40625,41831090187.0
2439,2021/6/5,36880.15625,37917.71484,34900.41406,35551.95703,35551.95703,35959473399.0
2440,2021/6/6,35538.60938,36436.42188,35304.57813,35862.37891,35862.37891,28913440585.0
2441,2021/6/7,35835.26563,36790.57031,33480.64063,33560.70703,33560.70703,33683936663.0
2442,2021/6/8,33589.51953,34017.38672,31114.44336,33472.63281,33472.63281,49902050442.0
2443,2021/6/9,33416.97656,37537.37109,32475.86523,37345.12109,37345.12109,53972919008.0
2444,2021/6/10,37389.51563,38334.32422,35847.59375,36702.59766,36702.59766,43576032854.0
2445,2021/6/11,36697.03125,37608.69531,36044.44922,37334.39844,37334.39844,38699736985.0
2446,2021/6/12,37340.14453,37408.92578,34728.19141,35552.51563,35552.51563,37924228550.0
2447,2021/6/13,35555.78906,39322.78125,34864.10938,39097.85938,39097.85938,40669112838.0
2448,2021/6/14,39016.96875,40978.36328,38757.28516,40218.47656,40218.47656,43148914673.0
2449,2021/6/15,40427.16797,41295.26953,39609.46875,40406.26953,40406.26953,46420149185.0
2450,2021/6/16,40168.69141,40516.77734,38176.03516,38347.0625,38347.0625,39211635100.0
2451,2021/6/17,38341.42188,39513.67188,37439.67578,38053.50391,38053.50391,37096670047.0
2452,2021/6/18,38099.47656,38187.26172,35255.85547,35787.24609,35787.24609,36200887275.0
2453,2021/6/19,35854.52734,36457.79688,34933.0625,35615.87109,35615.87109,31207279719.0
2454,2021/6/20,35563.14063,36059.48438,33432.07422,35698.29688,35698.29688,36664034054.0
2455,2021/6/21,35641.14453,35721.64063,31295.93555,31676.69336,31676.69336,52809038594.0
2456,2021/6/22,31622.37695,33292.45313,28893.62109,32505.66016,32505.66016,58964353058.0
2457,2021/6/23,32515.71484,34753.41016,31772.63281,33723.02734,33723.02734,46317108925.0
2458,2021/6/24,33682.80078,35228.85156,32385.21484,34662.4375,34662.4375,33123368116.0
2459,2021/6/25,34659.10547,35487.24609,31350.88477,31637.7793,31637.7793,40230904226.0
2460,2021/6/26,31594.66406,32637.58789,30184.50195,32186.27734,32186.27734,38585385521.0
2461,2021/6/27,32287.52344,34656.12891,32071.75781,34649.64453,34649.64453,35511640894.0
2462,2021/6/28,34679.12109,35219.89063,33902.07422,34434.33594,34434.33594,33892523752.0
2463,2021/6/29,34475.55859,36542.10938,34252.48438,35867.77734,35867.77734,37901460044.0
2464,2021/6/30,35908.38672,36074.75781,34086.15234,35040.83594,35040.83594,34059036099.0
2465,2021/7/1,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079.0
2466,2021/7/2,33549.60156,33939.58984,32770.67969,33897.04688,33897.04688,38728974942.0
2467,2021/7/3,33854.42188,34909.26172,33402.69531,34668.54688,34668.54688,24383958643.0
2468,2021/7/4,34665.56641,35937.56641,34396.47656,35287.78125,35287.78125,24924307911.0
2469,2021/7/5,35284.34375,35284.34375,33213.66016,33746.00391,33746.00391,26721554282.0
2470,2021/7/6,33723.50781,35038.53516,33599.91797,34235.19531,34235.19531,26501259870.0
2471,2021/7/7,34225.67969,34997.66406,33839.28906,33855.32813,33855.32813,24796027477.0
2472,2021/7/8,33889.60547,33907.90625,32133.18359,32877.37109,32877.37109,29910396946.0
2473,2021/7/9,32861.67188,34042.29297,32318.88086,33798.01172,33798.01172,27436021028.0
2474,2021/7/10,33811.24219,34209.07031,33116.01172,33520.51953,33520.51953,22971873468.0
2475,2021/7/11,33509.07813,34584.70313,33346.73828,34240.1875,34240.1875,20108729370.0
2476,2021/7/12,34254.01563,34592.15625,32697.30859,33155.84766,33155.84766,24321499537.0
2477,2021/7/13,33125.46875,33327.10156,32261.41992,32702.02539,32702.02539,19120856669.0
2478,2021/7/14,32723.8457,33061.39844,31639.125,32822.34766,32822.34766,21376531210.0
2479,2021/7/15,32827.875,33159.64063,31175.70898,31780.73047,31780.73047,21300524237.0
2480,2021/7/16,31841.55078,32218.40625,31100.67383,31421.53906,31421.53906,23699476918.0
2481,2021/7/17,31397.30859,31935.94531,31223.99023,31533.06836,31533.06836,18895018942.0
2482,2021/7/18,31533.88477,32398.99609,31215.49219,31796.81055,31796.81055,18787986667.0
2483,2021/7/19,31800.01172,31885.85938,30563.73438,30817.83203,30817.83203,20434789545.0
2484,2021/7/20,30838.28516,31006.1875,29360.95508,29807.34766,29807.34766,23148267245.0
2485,2021/7/21,29796.28516,32752.32617,29526.18359,32110.69336,32110.69336,28203024559.0
2486,2021/7/22,32138.87305,32576.40039,31745.29883,32313.10547,32313.10547,19555230518.0
2487,2021/7/23,32305.95898,33581.55078,32057.89258,33581.55078,33581.55078,22552046192.0
2488,2021/7/24,33593.73047,34490.39063,33424.85938,34292.44531,34292.44531,21664706865.0
2489,2021/7/25,34290.29297,35364.92578,33881.83594,35350.1875,35350.1875,20856685287.0
2490,2021/7/26,35384.03125,40499.67578,35287.3125,37337.53516,37337.53516,51022126212.0
2491,2021/7/27,37276.03516,39406.94141,36441.72656,39406.94141,39406.94141,35097370560.0
2492,2021/7/28,39503.1875,40816.07031,38862.4375,39995.90625,39995.90625,38702404695.0
2493,2021/7/29,39995.45313,40593.07031,39352.05859,40008.42188,40008.42188,27167146027.0
2494,2021/7/30,40027.48438,42235.54688,38397.35547,42235.54688,42235.54688,33072782960.0
2495,2021/7/31,42196.30469,42231.44922,41110.83203,41626.19531,41626.19531,25802845343.0
2496,2021/8/1,41460.84375,42541.67969,39540.94141,39974.89453,39974.89453,26688438115.0
2497,2021/8/2,39907.26172,40419.17969,38746.34766,39201.94531,39201.94531,25595265436.0
2498,2021/8/3,39178.40234,39750.03125,37782.05078,38152.98047,38152.98047,26189830450.0
2499,2021/8/4,38213.33203,39952.29688,37589.16406,39747.50391,39747.50391,25372562724.0
2500,2021/8/5,39744.51563,41341.93359,37458.00391,40869.55469,40869.55469,35185031017.0
2501,2021/8/6,40865.86719,43271.66016,39932.17969,42816.5,42816.5,38226483046.0
2502,2021/8/7,42832.79688,44689.85938,42618.56641,44555.80078,44555.80078,40030862141.0
2503,2021/8/8,44574.4375,45282.35156,43331.91016,43798.11719,43798.11719,36302664750.0
2504,2021/8/9,43791.92578,46456.83203,42848.6875,46365.40234,46365.40234,38734079049.0
2505,2021/8/10,46280.84766,46637.98828,44705.55469,45585.03125,45585.03125,33546019517.0
2506,2021/8/11,45599.70313,46735.63281,45351.71094,45593.63672,45593.63672,34319709073.0
2507,2021/8/12,45576.87891,46228.91016,43861.44531,44428.28906,44428.28906,33723620826.0
2508,2021/8/13,44439.69141,47831.97656,44282.41797,47793.32031,47793.32031,31744259539.0
2509,2021/8/14,47810.6875,48098.68359,46177.63281,47096.94531,47096.94531,31211354442.0
2510,2021/8/15,47096.66797,47357.10547,45579.58984,47047.00391,47047.00391,30988958446.0
2511,2021/8/16,47019.96094,47998.09766,45700.32031,46004.48438,46004.48438,32776876610.0
2512,2021/8/17,45936.45703,47139.57031,44512.41797,44695.35938,44695.35938,33451362600.0
2513,2021/8/18,44686.75,45952.0625,44364.02734,44801.1875,44801.1875,32194123075.0
2514,2021/8/19,44741.88281,46970.76172,43998.31641,46717.57813,46717.57813,37204312299.0
2515,2021/8/20,46723.12109,49342.15234,46650.70703,49339.17578,49339.17578,34706867452.0
2516,2021/8/21,49327.07422,49717.01953,48312.19922,48905.49219,48905.49219,40585205312.0
2517,2021/8/22,48869.10547,49471.60938,48199.94141,49321.65234,49321.65234,25370975378.0
2518,2021/8/23,49291.67578,50482.07813,49074.60547,49546.14844,49546.14844,34305053719.0
2519,2021/8/24,49562.34766,49878.76953,47687.11719,47706.11719,47706.11719,35361168834.0
2520,2021/8/25,47727.25781,49202.87891,47163.61328,48960.78906,48960.78906,32646349931.0
2521,2021/8/26,49002.64063,49347.58203,46405.78125,46942.21875,46942.21875,32666549568.0
2522,2021/8/27,46894.55469,49112.78516,46394.28125,49058.66797,49058.66797,34511076995.0
2523,2021/8/28,49072.58594,49283.50391,48499.23828,48902.40234,48902.40234,28568103401.0
2524,2021/8/29,48911.25,49644.11328,47925.85547,48829.83203,48829.83203,25889650240.0
2525,2021/8/30,48834.85156,48925.60547,46950.27344,47054.98438,47054.98438,31847007016.0
2526,2021/8/31,47024.33984,48189.55078,46750.09375,47166.6875,47166.6875,34730363427.0
2527,2021/9/1,47099.77344,49111.08984,46562.4375,48847.02734,48847.02734,39139399125.0
2528,2021/9/2,48807.84766,50343.42188,48652.32031,49327.72266,49327.72266,39508070319.0
2529,2021/9/3,49288.25,50982.27344,48386.08594,50025.375,50025.375,43206179619.0
2530,2021/9/4,50009.32422,50545.58203,49548.78125,49944.625,49944.625,37471327794.0
2531,2021/9/5,49937.85938,51868.67969,49538.59766,51753.41016,51753.41016,30322676319.0
2532,2021/9/6,51769.00391,52700.94141,51053.67969,52633.53516,52633.53516,38884105426.0
2533,2021/9/7,52660.48047,52853.76563,43285.20703,46811.12891,46811.12891,65210059683.0
2534,2021/9/8,46827.76172,47334.05469,44561.39453,46091.39063,46091.39063,49007762488.0
2535,2021/9/9,45774.74219,47261.94922,45669.73828,46391.42188,46391.42188,38672657013.0
2536,2021/9/10,46396.66406,47031.74219,44344.48438,44883.91016,44883.91016,39154666597.0
2537,2021/9/11,44869.83984,45969.29297,44818.26563,45201.45703,45201.45703,34499835245.0
2538,2021/9/12,45206.62891,46364.87891,44790.46094,46063.26953,46063.26953,27881980161.0
2539,2021/9/13,46057.21484,46598.67969,43591.32031,44963.07422,44963.07422,40969943253.0
2540,2021/9/14,44960.05078,47218.125,44752.33203,47092.49219,47092.49219,38652152880.0
2541,2021/9/15,47098.0,48450.46875,46773.32813,48176.34766,48176.34766,30484496466.0
2542,2021/9/16,48158.90625,48486.82813,47079.55859,47783.35938,47783.35938,31764293754.0
2543,2021/9/17,47771.00391,48160.92188,46832.52344,47267.51953,47267.51953,28727713711.0
2544,2021/9/18,47273.52734,48791.78125,47087.28516,48278.36328,48278.36328,28575630451.0
2545,2021/9/19,48268.85547,48328.36719,46919.80469,47260.21875,47260.21875,26967722648.0
2546,2021/9/20,47261.40625,47328.19922,42598.91406,42843.80078,42843.80078,43909845642.0
2547,2021/9/21,43012.23438,43607.60938,39787.60938,40693.67578,40693.67578,48701090088.0
2548,2021/9/22,40677.95313,43978.62109,40625.63281,43574.50781,43574.50781,38139709246.0
2549,2021/9/23,43560.29688,44942.17578,43109.33984,44895.09766,44895.09766,34244064430.0
2550,2021/9/24,44894.30078,45080.49219,40936.55859,42839.75,42839.75,42839345714.0
2551,2021/9/25,42840.89063,42996.25781,41759.92188,42716.59375,42716.59375,31604717236.0
2552,2021/9/26,42721.62891,43919.30078,40848.46094,43208.53906,43208.53906,30661222077.0
2553,2021/9/27,43234.18359,44313.24609,42190.63281,42235.73047,42235.73047,30980029059.0
2554,2021/9/28,42200.89844,42775.14453,40931.66406,41034.54297,41034.54297,30214940550.0
2555,2021/9/29,41064.98438,42545.25781,40829.66797,41564.36328,41564.36328,30602359905.0
2556,2021/9/30,41551.26953,44092.60156,41444.58203,43790.89453,43790.89453,31141681925.0
2621,2021/12/4,53727.87891,53904.67969,42874.61719,49200.70313,49200.70313,61385677469.0
2622,2021/12/5,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161.0
2623,2021/12/6,49413.48047,50929.51953,47281.03516,50582.625,50582.625,37707308001.0
2624,2021/12/7,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852.0
2625,2021/12/8,50667.64844,51171.375,48765.98828,50504.79688,50504.79688,28479699446.0
2626,2021/12/9,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251.0
2648,2021/12/31,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400.0
2649,2022/1/1,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004.0
2650,2022/1/2,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547.0
2651,2022/1/3,47343.54297,47510.72656,45835.96484,46458.11719,46458.11719,33071628362.0
2652,2022/1/4,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905.0
2653,2022/1/5,45899.35938,46929.04688,42798.22266,43569.00391,43569.00391,36851084859.0
2654,2022/1/6,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289.0
2655,2022/1/7,43153.57031,43153.57031,41077.44531,41557.90234,41557.90234,84196607520.0
2656,2022/1/8,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845.0
2657,2022/1/9,41734.72656,42663.94922,41338.16016,41911.60156,41911.60156,21294384372.0
2658,2022/1/10,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331.0
2659,2022/1/11,41819.50781,43001.15625,41407.75391,42735.85547,42735.85547,26327648900.0
2660,2022/1/12,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689.0
2661,2022/1/13,43946.74219,44278.42188,42447.04297,42591.57031,42591.57031,47691135082.0
2662,2022/1/14,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399.0
2663,2022/1/15,43101.89844,43724.67188,42669.03516,43177.39844,43177.39844,18371348298.0
2664,2022/1/16,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845.0
2665,2022/1/17,43118.12109,43179.39063,41680.32031,42250.55078,42250.55078,21690904261.0
2666,2022/1/18,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227.0
2667,2022/1/19,42374.03906,42478.30469,41242.91406,41744.32813,41744.32813,23091543258.0
2668,2022/1/20,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940.0
2669,2022/1/21,40699.60547,41060.52734,35791.42578,36457.31641,36457.31641,43011992031.0
2670,2022/1/22,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405.0
2671,2022/1/23,35047.35938,36433.3125,34784.96875,36276.80469,36276.80469,26017975951.0
2672,2022/1/24,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597.0
2673,2022/1/25,36654.80469,37444.57031,35779.42969,36954.00391,36954.00391,26428189594.0
2674,2022/1/26,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034.0
2675,2022/1/27,36841.87891,37148.32422,35629.28125,37138.23438,37138.23438,25041426629.0
2676,2022/1/28,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523.0
2677,2022/1/29,37780.71484,38576.26172,37406.47266,38138.17969,38138.17969,17194183075.0
2678,2022/1/30,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444.0
2679,2022/1/31,37920.28125,38647.26172,36733.57422,38483.125,38483.125,20734730465.0
2680,2022/2/1,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328.0
2681,2022/2/2,38743.71484,38834.61719,36832.73047,36952.98438,36952.98438,19155189416.0
2682,2022/2/3,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769.0
2683,2022/2/4,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792.0
2684,2022/2/5,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215.0
2685,2022/2/6,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334.0
2686,2022/2/7,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926.0
2687,2022/2/8,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868.0
2688,2022/2/9,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300.0
2689,2022/2/10,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537.0
2690,2022/2/11,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781.0
2691,2022/2/12,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304.0
2692,2022/2/13,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015.0
2693,2022/2/14,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012.0
2694,2022/2/15,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051.0
2695,2022/2/16,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657.0
2696,2022/2/17,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813.0
