index,Date,Open,High,Low,Close,Adj Close,Volume,SMA_7,SMA_14,EMA_7,EMA_14,RSI,Stoch_RSI,Upper_BB,Lower_BB,MACD,ScorePositive,ScoreNegative,ScoreNeutral
27,2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,11786.2998046875,8350360064.0,11259.571707589286,11635.535853794643,11516.047001567867,11884.539097447318,37.129744464261584,0.5603525593036641,15192.188206411403,9606.291969369846,-761.4528641309826,0.0235016904771327,0.0572720468044281,0.9192262887954712
28,2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,11296.400390625,7107359744.0,11311.714564732143,11455.293038504464,11461.122270734506,11804.864484546695,34.53116819100416,0.8351599050949143,14866.144404692062,9602.435771089187,-744.0905814811595,0.1631582388654351,0.2942834324203431,0.5425583436153829
29,2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,10106.2998046875,8637859840.0,11202.843052455357,11356.421595982143,11122.356156662025,11575.251875979518,40.13709060034266,1.0,14450.867575260694,9531.012600520557,-816.9447876111426,0.1020375482992015,0.2605525691231543,0.6374098834666339
30,2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,10221.099609375,8041160192.0,11040.22865513393,11287.314453125,10897.011837995691,11392.534552536208,42.91738001396049,1.0,14318.165125293775,9345.245030956225,-855.5565625514591,0.0988840631280954,0.2680444347027402,0.6330715109809086
31,2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9170.5400390625,9959400448.0,10741.820033482143,11122.71728515625,10465.350526836595,11093.196563581312,34.82847246163277,0.6512473315834507,14132.400115650991,9050.004083567756,-959.863342685734,0.075772107578814,0.4525946972426027,0.4716331865638494
32,2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,8830.75,12726899712.0,10407.44140625,10924.38511439732,10056.66960538502,10788.829847360994,32.204719855879816,0.2843796478075943,13789.78490285008,8839.67427683742,-1057.7523234832624,0.0959941534092649,0.5379611531971022,0.3660447127185762
33,2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,9174.91015625,7263790080.0,10083.757114955357,10658.36439732143,9836.217286555537,10571.968877446216,22.83130096794119,0.0,13450.506509964584,8719.243685347916,-1094.9374404359332,0.0290778884664177,0.6997595131397247,0.2711626039817929
34,2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,8277.009765625,7073549824.0,9582.429966517857,10421.00083705357,9446.39888645564,10263.916316327344,24.250825857684305,0.0706720752462855,13122.456240373993,8493.014951032259,-1183.2205411132582,0.1549501866102218,0.0159582886844873,0.8290915489196777
35,2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,6955.27001953125,9285289984.0,8962.268484933036,10136.991524832589,8823.59687472533,9820.1943455132,22.022130618488745,0.0,13438.91165386424,7723.036539495135,-1344.3421462768963,0.0937423234466802,0.428889784369279,0.4773678747429089
36,2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,7754.0,13999800320.0,8626.225655691964,9914.53435407366,8556.19128167453,9543.312382680728,30.14175237992289,0.3885869753339133,13515.429242676904,7303.058989744972,-1391.5405319799374,0.141431054379791,0.4361567715803782,0.4224121852467457
37,2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,7621.2998046875,9169280000.0,8254.82568359375,9647.52716936384,8322.464233768285,9285.924685276432,25.02364646807635,0.1436458494837621,13516.46303288142,6916.665140946704,-1423.2470830032034,0.215558287454769,0.3155622995691374,0.4688794137910008
38,2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,8265.58984375,9346750464.0,8125.547084263393,9433.683558872768,8308.24544560711,9149.36534105376,31.35294494765415,0.4465519483671493,13391.008724944151,6707.938394196473,-1380.4727015377775,0.0911982916295528,0.258940762924877,0.6498609566214409
39,2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,8736.98046875,6784820224.0,8112.151436941965,9259.796421595982,8415.43027930624,9094.200495000696,35.5282872990656,0.6463745143670695,12945.63177461041,6737.093371873965,-1293.6243163265426,0.128239155081766,0.3574966069843088,0.5142642413931233
40,2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,8621.900390625,7780960256.0,8033.150041852678,9058.453578404018,8467.048196460913,9031.048365738276,32.930310723885384,0.5220411538979083,12726.427357278708,6658.477867330666,-1220.0187294009156,0.7712274789810181,0.0135710136964917,0.2152015268802642
41,2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,8129.97021484375,6122189824.0,8012.144391741072,8797.287179129464,8382.778224355789,8910.609113318224,28.24408673610239,0.2977689330169956,12604.135462496266,6500.626744534983,-1187.689480397279,0.0371844507753849,0.1342434287071228,0.8285720944404602
42,2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,8926.5703125,6256439808.0,8293.758719308036,8628.013602120536,8518.72682317034,8912.741808119623,36.39556685054031,0.6878805780210724,12453.847826855812,6456.73137236294,-1085.2789273147591,0.1624413933604955,0.2595153260468082,0.5780432684855028
43,2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,8598.3095703125,5696719872.0,8414.37437220982,8520.300013950893,8538.62257326349,8870.740106532427,40.392435208221904,0.8791617770168481,12198.627817245111,6435.842299942385,-1018.8609300905372,0.1596590606495738,0.1462171993528803,0.6941237499316534
44,2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,9494.6298828125,7909819904.0,8681.992954799107,8468.40931919643,8777.624971023943,8954.058481516513,45.79075407067389,1.0,11964.350146063474,6493.642920342774,-883.7117514380498,0.1863662078976631,0.2688172461930662,0.5448165549896657
45,2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,10166.400390625,9062540288.0,8953.537318638393,8539.542201450893,9124.819447352356,9115.928128044025,56.03503222219711,1.0,11798.330633848263,6559.162432557984,-714.1663230792565,0.3940123926020331,0.1466093810482157,0.4593782439413998
46,2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,10233.900390625,7296159744.0,9167.383021763391,8639.76722935268,9402.090055376384,9265.17013201236,58.79346191498648,1.0,11568.74040170583,6668.072684231671,-567.8083228200394,0.2383997890759598,0.3716069344769824,0.3899933067573742
47,2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,11112.7001953125,8660880384.0,9523.21156529018,8778.18080357143,9829.743020918875,9511.763852809583,61.38134117977705,1.0,11395.183887278852,6774.269237721148,-376.5659356581728,0.0869762636721134,0.0329152569174766,0.8801084458827972
48,2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,10551.7998046875,8744009728.0,9869.187220982143,8940.665806361607,10010.2573531666,9650.560376727084,63.91136562426506,1.0,11228.254163985104,6866.738902421144,-267.1849975537698,0.0921497642993927,0.0166962593793869,0.8911539912223816
49,2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,11225.2998046875,7652089856.0,10197.5771484375,9245.667933872768,10314.018138073136,9860.689727289422,78.3618396434194,1.0,11449.720081736392,6757.172984669858,-124.71634237164471,0.0679317612666636,0.4795909397071227,0.4524772875010967
50,2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,11403.7001953125,9926540288.0,10598.347237723214,9506.360804966518,10586.438768091251,10066.563790772194,76.41860385549896,0.9635676487665736,11680.756324306902,6644.396800693098,2.557037919155846,0.2332448229193687,0.0884529080241918,0.6783022798597813
51,2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,10690.400390625,9405339648.0,10769.171595982143,9725.582275390623,10612.42918200409,10149.79082132893,70.49334251115972,0.8429998019502006,11847.845450348845,6629.293709807406,45.342100303896586,0.0662183623228754,0.5668396888566869,0.3669419522796358
52,2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,10005.0,8040079872.0,10746.11439732143,9849.825857979911,10460.571850221775,10130.475559614411,61.551167058567785,0.6645764901722615,11920.726112949991,6673.838047206255,23.67062684830489,0.0548762872608171,0.4294903395283553,0.5156333796266053
53,2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,10301.099609375,7739500032.0,10755.714285714286,9961.54865373884,10420.703782866214,10153.235460201688,60.634677913591055,0.6462897735536693,12014.059969339089,6693.123136129663,30.04228312984196,0.0681089024990797,0.3855585567653179,0.5463325450196862
54,2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,9813.0703125,6917929984.0,10570.05287388393,10046.632219587054,10268.795394859571,10107.862782721566,57.70803013805799,0.5878943426782004,12048.351043709332,6812.4381164469205,-4.239152675278092,0.0473288632929325,0.1977388896048069,0.7549322843551636
55,2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,9664.73046875,5706939904.0,10443.328683035714,10156.25795200893,10117.779148110783,10048.758915801298,60.39356816028107,0.5718401876712002,11910.701527223984,7221.033677854142,-42.88289586817336,0.0377824828028678,0.2510644197463989,0.7111530900001526
56,2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,10366.7001953125,7287690240.0,10320.671595982143,10259.12437220982,10180.0094146155,10091.16324768986,59.87934374638659,0.5132266051584521,11903.37358867617,7489.631635933207,-16.673053847727715,0.1554762322145203,0.3012287905439734,0.5432949704118073
57,2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,10725.599609375,6966179840.0,10223.800083705357,10411.073660714286,10316.406971038588,10175.775793399467,64.53219933418644,0.5754013086746738,11872.898483422628,7830.536721655494,32.68188166441723,0.1314073120554288,0.1702690413842598,0.6983236408481995
58,2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,10397.900390625,6936189952.0,10182.014369419643,10475.592982700891,10336.780326801509,10205.398787564316,56.69028963390597,0.0293484598736681,11847.902542561318,8068.763717204307,44.8365871179285,0.124840407233153,0.366923658842487,0.5082359367183277
59,2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,10951.0,7317279744.0,10317.1572265625,10531.635811941964,10490.335249998236,10304.830845720704,55.91531214954153,0.0,11916.27020700503,8221.798005885596,97.97045239925136,0.0820303328800946,0.5211521335877478,0.3968175060581416
60,2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,11086.400390625,7620590080.0,10429.343052455357,10592.52866908482,10639.351538719198,10409.056982131293,56.36209423210742,0.0199042850921036,11960.129422329384,8424.38879056124,149.28424749972692,0.0762328875505111,0.395275367677889,0.5284917293624445
61,2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,11489.7001953125,6690570240.0,10668.861607142857,10619.457240513391,10851.938706681123,10553.162951349928,53.02843456303868,0.0,11930.456086502145,8790.035124435357,219.95818252502977,0.0269595980644226,0.9326131343841552,0.0404273383319377
62,2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,11512.599609375,6084149760.0,10932.84291294643,10688.08579799107,11017.103934576768,10681.103387629715,58.44831935926457,0.2139422149935654,11986.880283130242,8992.213857494757,274.6495870709223,0.082352876663208,0.0216371864080429,0.8960099220275879
