,Open,High,Low,Adj Close,Volume,SMA_7,SMA_14,EMA_7,EMA_14,RSI,Stoch_RSI,Upper_BB,Lower_BB,MACD,ScorePositive,ScoreNegative,ScoreNeutral,Coin_timestamp
0,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,8350360064.0,11259.571707589286,11635.535853794643,11516.047001567867,11884.539097447318,37.129744464261584,0.5603525593036641,15192.188206411403,9606.291969369846,-761.4528641309826,0.0235016904771327,0.0572720468044281,0.9192262887954712,1517068800.0
1,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744.0,11311.714564732143,11455.293038504464,11461.122270734506,11804.864484546695,34.53116819100416,0.8351599050949143,14866.144404692062,9602.435771089187,-744.0905814811595,0.1631582388654351,0.2942834324203431,0.5425583436153829,1517155200.0
2,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840.0,11202.843052455357,11356.421595982143,11122.356156662025,11575.251875979518,40.13709060034266,1.0,14450.867575260694,9531.012600520557,-816.9447876111426,0.1020375482992015,0.2605525691231543,0.6374098834666339,1517241600.0
3,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192.0,11040.22865513393,11287.314453125,10897.011837995691,11392.534552536208,42.91738001396049,1.0,14318.165125293775,9345.245030956225,-855.5565625514591,0.0988840631280954,0.2680444347027402,0.6330715109809086,1517328000.0
4,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448.0,10741.820033482143,11122.71728515625,10465.350526836595,11093.196563581312,34.82847246163277,0.6512473315834507,14132.400115650991,9050.004083567756,-959.863342685734,0.075772107578814,0.4525946972426027,0.4716331865638494,1517414400.0
5,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712.0,10407.44140625,10924.38511439732,10056.66960538502,10788.829847360994,32.204719855879816,0.2843796478075943,13789.78490285008,8839.67427683742,-1057.7523234832624,0.0959941534092649,0.5379611531971022,0.3660447127185762,1517500800.0
6,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080.0,10083.757114955357,10658.36439732143,9836.217286555537,10571.968877446216,22.83130096794119,0.0,13450.506509964584,8719.243685347916,-1094.9374404359332,0.0290778884664177,0.6997595131397247,0.2711626039817929,1517587200.0
7,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824.0,9582.429966517857,10421.00083705357,9446.39888645564,10263.916316327344,24.250825857684305,0.0706720752462855,13122.456240373993,8493.014951032259,-1183.2205411132582,0.1549501866102218,0.0159582886844873,0.8290915489196777,1517673600.0
8,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984.0,8962.268484933036,10136.991524832589,8823.59687472533,9820.1943455132,22.022130618488745,0.0,13438.91165386424,7723.036539495135,-1344.3421462768963,0.0937423234466802,0.428889784369279,0.4773678747429089,1517760000.0
9,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320.0,8626.225655691964,9914.53435407366,8556.19128167453,9543.312382680728,30.14175237992289,0.3885869753339133,13515.429242676904,7303.058989744972,-1391.5405319799374,0.141431054379791,0.4361567715803782,0.4224121852467457,1517846400.0
10,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000.0,8254.82568359375,9647.52716936384,8322.464233768285,9285.924685276432,25.02364646807635,0.1436458494837621,13516.46303288142,6916.665140946704,-1423.2470830032034,0.215558287454769,0.3155622995691374,0.4688794137910008,1517932800.0
11,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464.0,8125.547084263393,9433.683558872768,8308.24544560711,9149.36534105376,31.35294494765415,0.4465519483671493,13391.008724944151,6707.938394196473,-1380.4727015377775,0.0911982916295528,0.258940762924877,0.6498609566214409,1518019200.0
12,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224.0,8112.151436941965,9259.796421595982,8415.43027930624,9094.200495000696,35.5282872990656,0.6463745143670695,12945.63177461041,6737.093371873965,-1293.6243163265426,0.128239155081766,0.3574966069843088,0.5142642413931233,1518105600.0
13,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256.0,8033.150041852678,9058.453578404018,8467.048196460913,9031.048365738276,32.930310723885384,0.5220411538979083,12726.427357278708,6658.477867330666,-1220.0187294009156,0.7712274789810181,0.0135710136964917,0.2152015268802642,1518192000.0
14,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824.0,8012.144391741072,8797.287179129464,8382.778224355789,8910.609113318224,28.24408673610239,0.2977689330169956,12604.135462496266,6500.626744534983,-1187.689480397279,0.0371844507753849,0.1342434287071228,0.8285720944404602,1518278400.0
15,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808.0,8293.758719308036,8628.013602120536,8518.72682317034,8912.741808119623,36.39556685054031,0.6878805780210724,12453.847826855812,6456.73137236294,-1085.2789273147591,0.1624413933604955,0.2595153260468082,0.5780432684855028,1518364800.0
