Date,Open,High,Low,Close,Adj Close,Volume,SMA_7,SMA_14,EMA_7,EMA_14,RSI,Stoch_RSI,Upper_BB,Lower_BB,MACD
2021-08-03,0.44304688044899326,0.42653922426336915,0.43395461883993564,0.42561368200864835,0.42561368200864835,0.12792399981528835,0.3942602382566613,0.40540307539045944,0.4101997072224476,0.410984684355286,0.7038093441060578,1.0,0.3194244110450559,0.48602398451423084,0.42645464839228975
2021-08-04,0.4344020471025514,0.42901654297713515,0.4426429240391592,0.4269166462054397,0.4269166462054397,0.07794687231230123,0.4032534060061886,0.4110193559953204,0.4183354919018929,0.41795870892390286,0.7231951847833988,1.0,0.3279055741617314,0.48452167348317493,0.43949278266052516
2021-08-05,0.43980507412733244,0.42466747570638,0.4453635338751754,0.4310133734916769,0.4310133734916769,0.03375677516551896,0.41503901770012125,0.41757510019302285,0.42556657011274757,0.42465747932280484,0.7714822589157586,1.0,0.3362111802050999,0.48262559366714336,0.45080502226864744
2021-08-06,0.43537459889225755,0.4195807367906324,0.430246741540308,0.4138647127679699,0.4138647127679699,0.06301553309513226,0.42383309094154326,0.422498661721496,0.426259045300984,0.42758897328614764,0.6753291888946034,0.7777122421383965,0.34010779579485584,0.4835506205310595,0.45255720637956026
2021-08-09,0.43350512888623743,0.4225534990866802,0.4384743051841585,0.4300526667560516,0.4300526667560516,0.053191543092650215,0.42997645062703554,0.42745759911341447,0.4312434796831377,0.43280790957341964,0.6762568731911909,0.7798568732172222,0.3450710086266964,0.481191638181876,0.4594762034449125
2021-08-10,0.43763306982774436,0.4198669650819629,0.4349090443441777,0.4258897221792919,0.4258897221792919,0.03930570066323026,0.4338217466790513,0.43255061528994215,0.4338333514619773,0.43662748438571763,0.6839461671920901,0.7976330703019588,0.3500793330263724,0.48062415584393253,0.46262562580105
2021-08-11,0.43624990044959683,0.4183145079892419,0.437465042646841,0.4234935661182805,0.4234935661182805,0.0,0.4335095999804219,0.43800302892831194,0.4351147679555286,0.4395325473727648,0.7053435145233435,0.8470997005551979,0.3541558228278554,0.4830196438176934,0.46345764020745067
2021-08-12,0.42936645381430144,0.4267043889245225,0.4321884345081615,0.4394275692150761,0.4394275692150761,0.08288754812604261,0.4356203786842115,0.4453464657403719,0.4404706147691485,0.44468000400273355,0.7684217109781173,0.9905695697743638,0.3602287219043683,0.4852837826008531,0.4694349156886448
2021-08-13,0.44813649065166067,0.4345217124747855,0.4485777272259341,0.43381810539947663,0.43381810539947663,0.07501277107877373,0.43667493001173846,0.4508910569448535,0.4429402500781928,0.44820559865244114,0.7103639754594615,0.8116769547842964,0.36377368622234363,0.4909014940957052,0.47118296719433556
2021-08-16,0.4279940680326218,0.4120606793897385,0.40695722259466544,0.39958700124258517,0.39958700124258517,0.13936493826590396,0.43187294225192235,0.4547448012169178,0.4353512102671777,0.4456039402248747,0.6179204817685251,0.5268319091163435,0.36298736033299417,0.4974028897564457,0.4587137050677926
2021-08-17,0.39297176626900915,0.3736126949681379,0.3767236881419937,0.3769945210246848,0.3769945210246848,0.15066301380142344,0.42623913227697546,0.45648871620665504,0.4234283469883747,0.43962458317515163,0.5303190177313952,0.1826772778724568,0.36278529145555594,0.4983757173537608,0.43967341986245456
2021-08-18,0.38982721017971506,0.3969435515875716,0.3992233428996838,0.40270093251383954,0.40270093251383954,0.11416911505803985,0.4220597541419557,0.45757249201159195,0.4215762674856386,0.43868816239150565,0.5092937110344895,0.11142072642337275,0.3625325720243693,0.5033444539846481,0.43406841075163494
2021-08-19,0.39896912775049725,0.38679204866979694,0.3972925972516201,0.3855633417035864,0.3855633417035864,0.04884288254070872,0.41589783434074107,0.456294119122641,0.41546058941752195,0.43505277859076186,0.426519784225809,0.0,0.3610160540823736,0.508590201199904,0.4227612803193181
2021-08-20,0.40398310437977253,0.39293580109598375,0.40399531976970454,0.39306100925007526,0.39306100925007526,0.054561728323799505,0.41124770277535644,0.45355580566006876,0.4129417450545698,0.4331403385696292,0.3667444888222962,0.0,0.3582238661528552,0.5171864702575164,0.4164835362478505
2021-08-23,0.4067818433915103,0.414956378284229,0.41172924968174934,0.4218151347199621,0.4218151347199621,0.11325457594246231,0.4085565014430567,0.4532355134448665,0.41898311018736956,0.4362197725169632,0.46019904103309855,0.23090148514980882,0.3583997416841931,0.5236846530269155,0.42230088978904334
2021-08-24,0.4340562300249951,0.41835855861904,0.4357427480283525,0.42423338006033096,0.42423338006033096,0.035526327182050635,0.40709194379717367,0.45300926135629743,0.4241810788095638,0.43928486226189345,0.46330249358273073,0.23856929571494465,0.3555337801733821,0.536076746508225,0.4275134683408686
2021-08-25,0.43011205541779257,0.42028539566386564,0.43723469697768597,0.4272258455688943,0.4272258455688943,0.03079128738246277,0.41131519270094224,0.45268989829027967,0.4289048762179185,0.4424321773596407,0.46022987121329767,0.23273757443666074,0.35120552051289833,0.5503753312901567,0.4324111753710891
2021-08-26,0.4314952247959402,0.4185567360519527,0.43023574400345493,0.41613940306629016,0.41613940306629016,0.03694629797452133,0.417296578109774,0.4528816994024359,0.4293900474172082,0.44333413894565254,0.4770714719385894,0.2746657690076698,0.350563960738003,0.5544672430469273,0.4316526135473366
2021-08-27,0.4279184344592298,0.4181163305563292,0.4351503875501857,0.42802090798311354,0.42802090798311354,0.04365111433073775,0.4211655010423537,0.45271038219386,0.43303087396096873,0.4460701555612072,0.46475114738782336,0.24399356786904852,0.3515058171666028,0.5566965827631871,0.43520512552708857
