@relation BTC-Trend

@attribute index numeric
@attribute Date date yyyy-MM-dd
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric
@attribute SMA_7 numeric
@attribute SMA_14 numeric
@attribute EMA_7 numeric
@attribute EMA_14 numeric
@attribute RSI numeric
@attribute Stoch_RSI numeric
@attribute Upper_BB numeric
@attribute Lower_BB numeric
@attribute MACD numeric
@attribute ScorePositive numeric
@attribute ScoreNegative numeric
@attribute ScoreNeutral numeric
@attribute UpDown {1,-1}

@data
228,2018-09-13,6354.240234,6535.410156,6354.240234,6517.310059,4210910000,6359.131417,6711.513602,6458.770342,6572.857202,37.561267,0.178832,7517.091654,6026.703365,-118.551005,0.156363,0.268833,0.574804,1
229,2018-09-14,6515.410156,6596.100098,6456.169922,6512.709961,4076220000,6365.651437,6674.022879,6472.255247,6564.837569,35.404144,0.137786,7513.549023,6005.197998,-112.507242,0.25613,0.294647,0.449222,-1
230,2018-09-15,6509.399902,6561.720215,6493.549805,6543.200195,3216300000,6410.96861,6627.590751,6489.991484,6561.952586,30.570369,0.045807,7511.278229,5991.062836,-104.057697,0.253569,0.291701,0.44473,1
231,2018-09-16,6536.680176,6544.330078,6460.100098,6517.180176,3273730000,6441.871512,6573.623605,6496.788657,6555.982932,26.671947,0,7497.074094,5968.520974,-98.327512,0.06693,0.016612,0.916458,-1
232,2018-09-17,6514.060059,6540.209961,6257.52002,6281.200195,3910780000,6434.942941,6503.705043,6442.891541,6519.345233,23.439532,0,7461.618517,5922.468592,-111.542123,0.039221,0.533296,0.427483,-1
233,2018-09-18,6280.910156,6384.180176,6265.709961,6371.299805,4180090000,6442.100028,6432.965018,6424.993607,6499.605843,22.958709,0,7421.497907,5895.003168,-113.436882,0.056294,0.478992,0.464714,1
234,2018-09-19,6371.850098,6448.459961,6208.339844,6398.540039,4431340000,6448.777204,6404.801444,6418.380215,6486.130402,34.712823,0.436942,7385.344117,5873.187963,-111.455641,0.237409,0.234553,0.528038,1
235,2018-09-20,6398.850098,6529.259766,6395.950195,6519.669922,4348110000,6449.114328,6404.122872,6443.702642,6490.602338,49.585905,1,7335.668456,5871.072608,-98.970455,0.103836,0.332778,0.563386,1
236,2018-09-21,6513.870117,6794.330078,6496.359863,6734.950195,6531940000,6480.862932,6423.257185,6516.51453,6523.182053,60.301029,1,7261.95384,5898.957244,-70.88739,0.270284,0.235849,0.493867,1
237,2018-09-22,6735.049805,6814.560059,6616.799805,6721.97998,4509660000,6506.402902,6458.685756,6567.880893,6549.688443,73.131294,1,7156.717507,5949.119554,-49.111817,0.267581,0.23349,0.488929,-1
238,2018-09-23,6715.319824,6766.149902,6679.419922,6710.629883,4197500000,6534.038574,6487.955043,6603.56814,6571.147302,70.313584,0.94384,7036.679335,6014.214708,-32.396924,0.020105,0.626208,0.353688,-1
239,2018-09-24,6704.77002,6713.560059,6580.899902,6595.410156,4177310000,6578.925711,6506.934326,6601.528644,6574.382349,62.132983,0.78079,6817.282257,6156.986786,-28.123332,0.085052,0.415539,0.499408,-1
240,2018-09-25,6603.640137,6603.640137,6381.859863,6446.470215,4726180000,6589.664342,6515.882185,6562.764037,6557.327398,55.069895,0.640015,6767.153413,6172.479644,-36.335832,0.086819,0.364544,0.548637,-1
241,2018-09-26,6452.790039,6585.910156,6397.890137,6495,4437300000,6603.444336,6526.11077,6545.823028,6549.017078,55.712651,0.652825,6764.399784,6171.81628,-38.48472,0.270231,0.317988,0.411782,1
242,2018-09-27,6495.290039,6712.100098,6464.950195,6676.75,4606810000,6625.884347,6537.499337,6578.554771,6566.048134,56.27914,0.664116,6789.220916,6167.963166,-25.231175,0.173255,0.414961,0.411784,1
243,2018-09-28,6678.75,6785.029785,6598.319824,6644.129883,5014430000,6612.910017,6546.886475,6594.948549,6576.459034,55.063883,0.639895,6794.430883,6204.568189,-17.161983,0.09094,0.505619,0.403441,-1
244,2018-09-29,6643.100098,6643.100098,6511.649902,6601.959961,4363690000,6595.7643,6551.083601,6596.701402,6579.859158,52.243939,0.58369,6797.279525,6231.829557,-14.008371,0.056577,0.114086,0.829337,-1
245,2018-09-30,6604.709961,6643.779785,6566.540039,6625.560059,4002280000,6583.611468,6558.825021,6603.916066,6585.952611,54.146513,0.62161,6802.133616,6256.561452,-9.495323,0.040791,0.904586,0.054623,1
246,2018-10-01,6619.850098,6653.299805,6549.080078,6589.620117,4000970000,6582.784319,6580.855015,6600.342079,6586.441612,63.932455,0.816656,6798.302307,6287.234754,-8.718255,0.243891,0.358406,0.397703,-1
247,2018-10-02,6593.240234,6611.839844,6537.899902,6556.100098,3979260000,6598.445731,6594.055036,6589.281584,6582.396077,58.797833,0.626912,6792.186134,6313.780956,-10.684049,0.047217,0.448145,0.504638,-1
248,2018-10-03,6553.859863,6571.459961,6454.029785,6502.589844,3887310000,6599.529994,6601.487165,6567.608649,6571.755246,54.832646,0.222835,6792.002241,6312.492828,-16.37107,0.07133,0.155691,0.77298,-1
249,2018-10-04,6497.910156,6603.310059,6497.910156,6576.689941,3838410000,6585.2357,6605.560024,6569.878972,6572.413205,52.769305,0.025152,6794.686803,6316.206264,-14.729029,0.101456,0.273207,0.625337,1
250,2018-10-05,6574.149902,6623.620117,6557.410156,6622.47998,3671500000,6582.142857,6597.526437,6583.029224,6579.088775,43.461112,0,6800.417097,6318.403948,-9.621911,0.057322,0.300818,0.641859,1
251,2018-10-06,6622.450195,6628.540039,6577.799805,6588.310059,3259740000,6580.192871,6587.978585,6584.349433,6580.31828,42.415546,0,6803.448381,6322.485653,-8.236762,0.046469,0.135999,0.817532,-1
252,2018-10-07,6590.680176,6641.490234,6557.040039,6602.950195,3306630000,6576.962891,6580.287179,6588.999623,6583.335868,43.912963,0.069593,6779.962231,6378.146803,-5.889791,0.115693,0.010893,0.873414,1
253,2018-10-08,6600.189941,6675.060059,6576.040039,6652.22998,3979460000,6585.907157,6584.345738,6604.807213,6592.52175,53.470718,0.51379,6770.790945,6415.411106,-0.052725,0.032831,0.45352,0.513649,1
254,2018-10-09,6653.080078,6661.410156,6606.939941,6642.640137,3580810000,6598.27002,6598.357875,6614.265444,6599.204202,64.441037,1,6758.583222,6452.028838,3.756074,0.151993,0.146445,0.701561,-1
255,2018-10-10,6640.290039,6640.290039,6538.959961,6585.529785,3787650000,6610.118583,6604.824289,6607.081529,6597.380946,56.581203,0.643148,6756.878059,6460.319988,2.14156,0.086861,0.378987,0.534152,-1
256,2018-10-11,6586.740234,6586.740234,6243.740234,6256.240234,5181640000,6564.340053,6574.787877,6519.371205,6551.895518,24.829724,0,6790.45884,6378.86821,-25.415891,0.052237,0.45224,0.495522,-1
257,2018-10-12,6239.25,6328.5,6236.470215,6274.580078,3783500000,6514.640067,6548.391462,6458.173424,6514.920126,27.495287,0.067293,6800.027673,6324.559388,-45.253838,0.068881,0.389781,0.541337,1
258,2018-10-13,6278.080078,6308.509766,6259.810059,6285.990234,3064030000,6471.451521,6525.822196,6415.127626,6484.39614,30.009255,0.130759,6798.081772,6284.041324,-59.370465,0.074386,0.077411,0.848203,1
259,2018-10-14,6288.490234,6363.209961,6280.149902,6290.930176,3085320000,6426.877232,6501.920061,6384.078264,6458.600678,28.316685,0.088029,6804.46526,6247.209837,-69.359844,0.133173,0.391993,0.474835,1
260,2018-10-15,6292.640137,6965.060059,6258.680176,6596.540039,7370770000,6418.921526,6502.414342,6437.193707,6476.992593,50.332273,0.64382,6811.050574,6255.631507,-52.01672,0.054762,0.684559,0.260679,1
261,2018-10-16,6601.410156,6673.589844,6571.370117,6596.109863,4074800000,6412.274344,6505.272182,6476.922746,6492.874896,51.984198,0.685523,6816.847515,6259.945552,-37.870336,0.100306,0.308397,0.591298,-1
262,2018-10-17,6590.52002,6601.209961,6517.450195,6544.430176,4088420000,6406.402972,6508.260777,6493.799604,6499.748933,52.078755,0.68791,6802.57287,6260.988214,-30.478012,0.428154,0.196124,0.375722,-1
263,2018-10-18,6542.330078,6567.540039,6450.040039,6476.709961,3924080000,6437.898647,6501.11935,6489.527193,6496.67707,45.000999,0.50923,6789.895144,6256.923947,-29.741159,0.156098,0.34393,0.499971,-1
264,2018-10-19,6478.069824,6493.680176,6445.310059,6465.410156,3578870000,6465.160086,6489.900077,6483.497934,6492.508148,41.86596,0.430085,6781.586801,6251.57731,-29.726332,0.031577,0.515031,0.453392,-1
265,2018-10-20,6460.919922,6497.720215,6449,6489.189941,3379130000,6494.188616,6482.820068,6484.920936,6492.065721,44.811112,0.504436,6769.935549,6249.59155,-27.47899,0.07608,0.040872,0.883048,1
266,2018-10-21,6490.089844,6556.379883,6476,6482.350098,3253610000,6521.534319,6474.205776,6484.278226,6490.770304,43.634662,0.474737,6762.051001,6246.749097,-25.95073,0.03359,0.066882,0.899528,-1
267,2018-10-22,6486.049805,6543.799805,6462.97998,6487.160156,3672860000,6505.908622,6462.415074,6484.998709,6490.288951,40.858394,0.404649,6757.534113,6244.37199,-24.073932,0.258311,0.087915,0.653775,1
268,2018-10-23,6472.359863,6506.009766,6451.27002,6475.740234,3716150000,6488.71296,6450.493652,6482.68409,6488.349122,40.775741,0.502213,6756.436421,6242.784721,-23.240151,0.120181,0.197589,0.682231,-1
269,2018-10-24,6478.890137,6521.990234,6468.859863,6495.839844,3424670000,6481.771484,6444.087228,6485.973029,6489.347885,44.831555,0.734038,6749.817782,6241.318351,-20.71867,0.074664,0.213754,0.711582,1
270,2018-10-25,6484.649902,6504.649902,6447.029785,6476.290039,3230550000,6481.711496,6459.805071,6483.552281,6487.606839,69.720244,1,6735.453482,6241.063657,-20.06657,0.054235,0.391557,0.554208,-1
271,2018-10-26,6468.439941,6498.290039,6449.609863,6474.75,3306050000,6483.045759,6474.102923,6481.351711,6485.892594,68.495586,0.970421,6725.274951,6239.886182,-19.449838,0.091507,0.215043,0.69345,-1
272,2018-10-27,6480.839844,6507.410156,6453.529785,6480.379883,3393250000,6481.787179,6487.987898,6481.108754,6485.157566,68.155426,0.962206,6712.44603,6240.458072,-18.295886,0.088702,0.088632,0.822666,1
273,2018-10-28,6482.660156,6502.279785,6447.910156,6486.390137,3445190000,6482.364328,6501.949323,6482.4291,6485.321909,68.218965,0.948133,6689.337883,6246.982234,-16.703841,0.046911,0.277685,0.675403,1
274,2018-10-29,6492.350098,6503.600098,6306.990234,6332.629883,4199910000,6460.288574,6483.098598,6444.979295,6464.962972,15.687572,0,6665.652284,6239.666808,-27.531931,0.152714,0.223471,0.623816,-1
275,2018-10-30,6337.040039,6364.990234,6310.140137,6334.27002,3781100000,6440.078544,6464.395752,6417.301976,6447.537245,16.063518,0.006958,6649.704242,6230.488873,-35.570886,0.056247,0.460941,0.482812,1
276,2018-10-31,6336.990234,6349.160156,6316.879883,6317.609863,4191240000,6414.617118,6448.194301,6392.378948,6430.213594,17.667285,0.036639,6643.009501,6243.320577,-42.792862,0.091193,0.220546,0.688261,-1
277,2018-11-01,6318.140137,6547.140137,6311.830078,6377.779785,3789400000,6400.544224,6441.12786,6388.729157,6423.222419,35.587493,0.368294,6634.718172,6261.931877,-43.163557,0.079853,0.266526,0.653621,1
278,2018-11-02,6378.919922,6396.859863,6327.379883,6388.439941,4234870000,6388.214216,6435.629987,6388.656853,6418.584756,38.765763,0.427115,6626.18721,6280.70781,-42.111713,0.149333,0.146043,0.704625,1
279,2018-11-03,6387.240234,6400.069824,6342.370117,6361.259766,3658640000,6371.197056,6426.492118,6381.807581,6410.941424,31.511389,0.292856,6618.257871,6295.670108,-42.975932,0.051026,0.039852,0.909122,-1
280,2018-11-04,6365.470215,6388.629883,6294.569824,6376.129883,4390020000,6355.445592,6418.90496,6380.388157,6406.299885,34.997165,0.357369,6596.869256,6295.017707,-41.977052,0.044071,0.044284,0.911645,1
281,2018-11-05,6363.620117,6480.589844,6363.620117,6419.660156,4174800000,6367.878488,6414.083531,6390.206157,6408.081254,41.406106,0.475981,6570.720906,6303.521086,-37.243582,0.235814,0.315598,0.448588,1
282,2018-11-06,6433.379883,6463.549805,6408.160156,6461.009766,4700040000,6385.984166,6413.031355,6407.907059,6415.138389,48.25737,0.60278,6557.334702,6308.565249,-29.812051,0.210838,0.291499,0.497663,1
283,2018-11-07,6468.5,6552.160156,6468.310059,6530.140137,4941260000,6416.345633,6415.481376,6438.465328,6430.471956,53.635962,0.702323,6566.108961,6305.134008,-18.135214,0.155735,0.160493,0.683772,1
284,2018-11-08,6522.27002,6536.919922,6438.529785,6453.720215,4665260000,6427.194266,6413.869245,6442.27905,6433.571723,47.864935,0.609327,6565.066562,6305.007413,-14.876202,0.082503,0.337675,0.579823,-1
285,2018-11-09,6442.600098,6456.459961,6373.370117,6385.620117,4346820000,6426.791434,6407.502825,6428.114317,6427.178176,42.511495,0.510627,6559.054127,6300.662865,-17.585802,0.14204,0.35298,0.50498,-1
286,2018-11-10,6386.129883,6437.279785,6385.310059,6409.220215,3705320000,6433.642927,6402.419992,6423.390791,6424.783781,44.196558,0.542704,6553.264232,6299.139772,-17.625672,0.033699,0.161346,0.804955,1
287,2018-11-11,6413.629883,6423.25,6350.169922,6411.27002,3939060000,6438.662946,6397.054269,6420.360598,6422.981946,43.833729,0.741696,6546.297898,6298.517093,-17.292529,0.051897,0.115249,0.832855,1
288,2018-11-12,6411.759766,6434.209961,6360.470215,6371.27002,4295770000,6431.75007,6399.814279,6408.087954,6416.087023,53.900201,1,6540.414116,6293.953853,-20.025337,0.211837,0.254452,0.533711,-1
289,2018-11-13,6373.189941,6395.27002,6342.669922,6359.490234,4503800000,6417.24728,6401.615723,6395.938524,6408.540784,52.494579,0.961206,6530.317524,6290.415484,-22.877914,0.22144,0.554259,0.224301,-1
290,2018-11-14,6351.240234,6371.549805,5544.089844,5738.350098,7398940000,6304.134417,6360.240025,6231.541417,6319.182026,23.906759,0,6694.119027,6052.819987,-74.401764,0.105558,0.319483,0.574959,-1
291,2018-11-15,5736.149902,5774.819824,5358.379883,5648.029785,7032140000,6189.035784,6308.115025,6085.663509,6229.695061,17.997095,0,6784.078598,5880.188395,-121.126607,0.119947,0.368359,0.511694,-1
292,2018-11-16,5645.319824,5657.02002,5498.939941,5575.549805,5279320000,6073.311454,6250.051444,5958.135083,6142.475693,16.184547,0,6845.030684,5728.7533,-162.13591,0.07294,0.432497,0.494562,-1
293,2018-11-17,5578.580078,5578.580078,5519.560059,5554.330078,4303150000,5951.184291,6192.413609,5857.183832,6064.056278,16.265206,0.002139,6878.233872,5602.344107,-194.110744,0.499591,0.016221,0.484188,-1
294,2018-11-18,5559.740234,5653.609863,5559.740234,5623.540039,4159680000,5838.651437,6138.657192,5798.772884,6005.320779,19.904353,0.098628,6897.630047,5512.038947,-211.429142,0.048486,0.103368,0.848147,1
295,2018-11-19,5620.779785,5620.779785,4842.910156,4871.490234,7039560000,5624.397182,6028.073626,5566.952221,5854.143373,10.482675,0,7041.745141,5221.645875,-282.580815,0.036907,0.545931,0.417162,-1
296,2018-11-20,4863.930176,4951.609863,4272.109863,4451.870117,8428290000,5351.880022,5884.563651,5288.181695,5667.173606,7.016765,0,7212.434795,4864.382246,-368.580103,0.075049,0.48683,0.438121,-1
297,2018-11-21,4465.540039,4675.72998,4343.97998,4602.169922,6120120000,5189.568569,5746.851493,5116.678752,5525.173115,10.13773,0.066569,7274.457548,4624.798507,-419.768392,0.059719,0.425496,0.514785,1
298,2018-11-22,4611.569824,4629.640137,4365.640137,4365.939941,4569370000,5006.412877,5597.72433,4928.994049,5370.608692,9.509317,0.053165,7331.60502,4365.401034,-473.934048,0.046515,0.474978,0.478508,-1
299,2018-11-23,4360.700195,4396.419922,4195.680176,4347.109863,4871490000,4830.921456,5452.116455,4783.523003,5234.142181,9.69459,0.057117,7352.819336,4142.771729,-512.472684,0.029523,0.518927,0.45155,-1
300,2018-11-24,4347.689941,4413.089844,3795.159912,3880.76001,4679500000,4591.840018,5271.512155,4557.832255,5053.691225,7.455953,0.009368,7401.030398,3845.023679,-574.028326,0.020467,0.588344,0.391189,-1
301,2018-11-25,3880.780029,4120.870117,3585.060059,4009.969971,6825640000,4361.330008,5099.990723,4420.866684,4914.528391,11.253599,0.09037,7377.202031,3627.883027,-605.4067,0.009636,0.958393,0.031971,1
302,2018-11-26,4015.070068,4107.140137,3643.919922,3779.129883,6476900000,4205.27853,4914.837856,4260.432483,4763.141923,10.600738,0.078807,7335.81503,3401.08204,-641.506268,0.038511,0.679102,0.282387,-1
303,2018-11-27,3765.949951,3862.959961,3661.01001,3820.719971,5998720000,4115.114223,4733.497123,4150.504355,4637.485663,11.758481,0.280741,7236.338406,3229.616648,-659.161065,0.058529,0.305397,0.636074,1
304,2018-11-28,3822.469971,4385.899902,3822.469971,4257.419922,7280280000,4065.864223,4627.716396,4177.233247,4586.810231,26.38032,1,7085.128419,3161.196606,-630.6449,0.167652,0.247096,0.585252,1
305,2018-11-29,4269.004395,4413.020508,4145.765137,4278.84668,6503347767,4053.422328,4529.917603,4202.636605,4545.748424,27.671917,1,6919.699305,3115.948376,-599.407083,0.188357,0.413474,0.398169,1
306,2018-11-30,4289.088867,4322.976563,3942.822021,4017.268555,6048016717,4006.302141,4418.611799,4156.294592,4475.284441,26.064403,0.922174,6731.280896,3065.171619,-588.96879,0.065031,0.438567,0.496403,-1
307,2018-12-01,4024.464355,4309.377441,3969.710693,4214.671875,5375314093,4054.003836,4322.921927,4170.888913,4440.536099,30.479069,1,6498.86672,3077.92598,-558.331472,0.03645,0.349171,0.614379,1
308,2018-12-02,4200.733398,4301.519531,4110.978516,4139.87793,5262697895,4072.562116,4216.946062,4163.136167,4400.448343,28.41583,0.912062,6237.072932,3116.58056,-533.931592,0.040298,0.111296,0.848406,-1
309,2018-12-03,4147.32373,4155.979492,3840.446289,3894.130859,5089570994,4088.990827,4147.134678,4095.88484,4332.939345,33.325036,1,5933.154855,3173.962699,-528.333941,0.11896,0.170583,0.710457,-1
310,2018-12-04,3886.294922,4075.627686,3832.75,3956.893799,5028069239,4108.444231,4111.779227,4061.13708,4282.799939,40.384186,1,5748.739146,3180.232777,-512.920688,0.141091,0.218163,0.640746,1
311,2018-12-05,3958.894775,3969.535889,3753.994873,3753.994873,5302481574,4036.526367,4051.195295,3984.351528,4212.292597,33.852657,0.801644,5562.645248,3176.923185,-511.185196,0.117745,0.261943,0.620312,-1
312,2018-12-06,3754.074463,3874.966064,3521.101807,3521.101807,5878333109,3928.2771,3990.849714,3868.539098,4120.133825,33.895723,0.802951,5373.427245,3160.696388,-522.578373,0.129384,0.379237,0.491379,-1
313,2018-12-07,3512.590332,3512.590332,3280.22876,3419.937256,6835615448,3842.944057,3924.623099,3756.388637,4026.774282,32.864146,0.771623,5149.439584,3171.244766,-533.619448,0.034732,0.408284,0.556984,-1
314,2018-12-08,3421.9104,3506.043457,3350.650635,3476.114746,5305024497,3737.435896,3895.719866,3686.320165,3953.353011,41.184915,1,4812.976093,3292.965728,-531.707334,0.055146,0.04211,0.902744,1
315,2018-12-09,3473.227539,3685.305664,3469.094238,3614.234375,4947372847,3662.343959,3867.453038,3668.298717,3908.137193,41.412346,1,4668.669858,3311.546378,-513.131807,0.053802,0.04109,0.905108,1
316,2018-12-10,3612.046387,3647.33252,3470.144531,3502.656006,5020968740,3606.41898,3847.704904,3626.888039,3854.073035,43.672887,1,4617.995854,3267.29897,-501.631514,0.074427,0.350994,0.574579,-1
317,2018-12-11,3497.554688,3513.185059,3392.25,3424.588135,4696765188,3530.375314,3819.409773,3576.313063,3796.808381,41.083381,0.85294,4521.285587,3246.251059,-493.13235,0.095894,0.340323,0.563783,-1
318,2018-12-12,3421.458252,3534.228516,3413.481445,3486.950195,4139364829,3492.226074,3764.376221,3553.972346,3755.493956,29.142379,0.174801,4458.285233,3221.352438,-475.878968,0.163017,0.332932,0.504051,1
319,2018-12-13,3487.879395,3489.739502,3298.13208,3313.677246,4343372456,3462.593994,3695.435547,3493.898571,3696.585062,25.856523,0,4400.813489,3175.48092,-470.760583,0.175005,0.173213,0.651782,-1
320,2018-12-14,3311.751953,3329.555908,3206.542236,3242.484863,4372763663,3437.243652,3640.093855,3431.045144,3636.038369,28.578609,0.152786,4413.462141,3099.004754,-467.064823,0.081814,0.305419,0.612767,-1
321,2018-12-15,3243.997559,3275.37793,3191.303467,3236.761719,3551763561,3403.050363,3570.243129,3382.474288,3582.801482,19.756997,0,4402.34522,3032.80085,-459.303156,0.059092,0.178661,0.762247,-1
322,2018-12-16,3236.274658,3305.753174,3233.819824,3252.839111,3744248994,3351.422468,3506.883214,3350.065494,3538.806499,21.533464,0.07428,4405.869287,2976.647705,-446.705327,0.072654,0.083437,0.843909,1
323,2018-12-17,3253.123047,3597.917969,3253.123047,3545.864746,5409247918,3357.595145,3482.007063,3399.015307,3539.747599,39.152727,0.810998,4392.215166,2962.816304,-408.36931,0.09288,0.331002,0.576118,1
324,2018-12-18,3544.761475,3701.349365,3487.169189,3696.059082,5911325473,3396.376709,3463.376011,3473.276251,3560.58913,42.295523,0.942408,4310.320522,2988.574864,-361.698873,0.204874,0.448077,0.347049,1
325,2018-12-19,3706.824951,3949.322998,3687.22998,3745.950684,6810689119,3433.376779,3462.801426,3541.444859,3585.304004,49.738781,1,4216.373195,3029.232591,-317.031834,0.11502,0.152636,0.732343,1
326,2018-12-20,3742.195068,4191.228516,3728.974609,4134.441406,8927129279,3550.628802,3506.611398,3689.693996,3658.522324,68.089005,1,4240.652493,3016.670578,-247.43268,0.145724,0.198469,0.655808,1
327,2018-12-21,4133.703613,4198.429688,3850.946289,3896.543701,7206015706,3644.065778,3540.654715,3741.406422,3690.258508,63.007312,0.894859,4175.141749,3050.368504,-209.061277,0.123913,0.217511,0.658576,-1
328,2018-12-22,3898.08374,4014.182617,3855.739014,4014.182617,5605823233,3755.125907,3579.088135,3809.600471,3733.448389,64.208043,0.919702,4146.415681,3066.525042,-167.231446,0.052207,0.153375,0.794419,1
329,2018-12-23,4020.994629,4085.723633,3976.405762,3998.980225,6151275490,3861.717494,3606.569981,3856.945409,3768.852634,60.864749,0.850529,4165.282159,3058.1435,-133.765742,0.09221,0.1342,0.77359,-1
330,2018-12-24,4000.331787,4271.79248,4000.331787,4078.599121,7240968501,3937.822405,3647.708775,3912.358837,3810.152165,66.562883,0.968424,4189.715933,3045.880258,-99.670412,0.464674,0.070516,0.46481,1
331,2018-12-25,4081.030518,4089.561523,3760.020508,3815.490723,6158207293,3954.884068,3675.630389,3888.141809,3810.863973,60.160194,0.835951,4196.522871,3045.222905,-92.810406,0.008236,0.95235,0.039414,-1
332,2018-12-26,3819.666748,3893.359619,3769.86377,3857.297607,5326547918,3970.790771,3702.083775,3880.430758,3817.055124,59.729898,0.827048,4220.653705,3054.711651,-83.043066,0.049164,0.357184,0.593651,1
333,2018-12-27,3854.688477,3874.416992,3645.448486,3654.833496,5130222366,3902.275356,3726.452079,3824.031443,3795.425574,58.827576,0.808379,4223.321769,3075.533211,-90.595216,0.040855,0.597,0.362145,-1
334,2018-12-28,3653.131836,3956.135986,3642.63208,3923.918701,5631554348,3906.18607,3775.125924,3849.003257,3812.557991,65.994407,0.956662,4252.147223,3091.488153,-74.014232,0.087914,0.270465,0.641622,1
335,2018-12-29,3932.491699,3963.758789,3820.408691,3820.408691,4991655917,3878.504081,3816.814994,3841.854616,3813.604751,63.09793,0.892793,4265.466029,3098.786779,-68.437174,0.145017,0.109307,0.745676,-1
336,2018-12-30,3822.384766,3901.908936,3797.219238,3865.952637,4770578575,3859.50014,3860.608817,3847.879121,3820.584469,63.579608,0.844161,4282.724886,3117.857585,-59.654638,0.063149,0.052746,0.884105,1
337,2018-12-31,3866.839111,3868.74292,3725.867432,3742.700439,4661840806,3811.514614,3874.668509,3821.584451,3810.199932,54.714164,0.481464,4284.122738,3148.270963,-61.925993,0.105109,0.068586,0.826305,-1
338,2019-01-01,3746.713379,3850.913818,3707.231201,3843.52002,4324200990,3815.518799,3885.201433,3827.068343,3814.64261,53.617199,0.211355,4293.981012,3174.069671,-54.957248,0.104057,0.0679,0.818042,1
339,2019-01-02,3849.216309,3947.981201,3817.409424,3943.409424,5244856836,3827.820487,3899.305629,3856.153613,3831.811519,54.727675,0.076734,4295.990427,3235.033474,-40.902726,0.04036,0.610377,0.349263,1
340,2019-01-03,3931.048584,3935.685059,3826.2229,3836.741211,4530215219,3853.807303,3878.04133,3851.300513,3832.468811,41.760331,0,4265.508996,3324.94054,-37.934365,0.106711,0.185636,0.707654,-1
341,2019-01-04,3832.040039,3865.93457,3783.85376,3857.717529,4847965467,3844.349993,3875.268032,3852.904767,3835.835307,48.778732,0.282971,4216.492341,3436.052777,-33.503102,0.062225,0.051837,0.885938,1
342,2019-01-05,3851.973877,3904.903076,3836.900146,3845.19458,5137609824,3847.890834,3863.197457,3850.97722,3837.08321,44.30813,0.102723,4137.717975,3574.062689,-30.648494,0.144397,0.193508,0.662095,-1
343,2019-01-06,3836.519043,4093.297363,3826.513184,4076.632568,5597027440,3877.987967,3868.744053,3907.391057,3869.023124,52.282947,0.424255,4140.275247,3624.582199,-9.600418,0.064909,0.12961,0.805481,1
344,2019-01-07,4078.584961,4092.613525,4020.894043,4025.248291,5228625637,3918.351946,3864.93328,3936.855366,3889.853147,48.405028,0.274188,4148.539921,3649.236446,2.900616,0.218865,0.41571,0.365425,-1
345,2019-01-08,4028.472168,4109.020996,3996.955322,4030.8479,5306593305,3945.113072,3880.315935,3960.353499,3908.652447,57.610006,0.654024,4158.51722,3667.748869,13.10851,0.078135,0.438182,0.483683,1
346,2019-01-09,4031.552002,4068.403564,4022.662842,4035.296387,5115905225,3958.239781,3893.030134,3979.089221,3925.538306,56.460456,0.606589,4138.264391,3678.087196,21.311628,0.089438,0.416607,0.493955,1
347,2019-01-10,4034.411377,4064.06665,3659.174561,3678.924561,6874143796,3935.694545,3894.750924,3904.048056,3892.656473,50.786513,0.372458,4149.243679,3645.345994,-0.932816,0.050819,0.425027,0.524154,-1
348,2019-01-11,3674.015381,3713.881836,3653.069824,3687.365479,5538712865,3911.358538,3877.854265,3849.877412,3865.28434,40.693225,0,4143.16669,3618.741269,-17.67682,0.114763,0.358787,0.52645,1
349,2019-01-12,3686.973145,3698.978271,3653.810791,3661.301025,4778170883,3885.08803,3866.489432,3802.733315,3838.086565,43.333963,0.115385,4137.529153,3590.610886,-32.673112,0.190342,0.016025,0.793633,-1
350,2019-01-13,3658.868164,3674.76001,3544.927246,3552.953125,4681302466,3810.276681,3844.132324,3740.288268,3800.068773,37.542051,0,4125.120395,3550.455044,-52.693138,0.060454,0.16725,0.772296,-1
351,2019-01-14,3557.311035,3727.836182,3552.285156,3706.052246,5651384490,3764.677246,3841.514596,3731.729262,3787.533236,48.575188,0.549789,4125.544126,3539.087465,-55.564816,0.073739,0.388485,0.537775,1
352,2019-01-15,3704.216309,3720.15332,3619.949219,3630.675293,5537192302,3707.509731,3826.311401,3706.46577,3766.618844,41.557991,0.200117,4127.367816,3514.601544,-63.194466,0.142929,0.23417,0.622901,-1
353,2019-01-16,3631.509766,3685.7771,3624.67334,3655.006836,5394457145,3653.182652,3805.711217,3693.601036,3751.737243,37.831839,0.01444,4127.356702,3514.629992,-66.510969,0.187759,0.357773,0.454468,1
354,2019-01-17,3651.871094,3680.135986,3621.960938,3678.563965,5464420383,3653.131138,3794.412842,3689.841769,3741.980806,42.82291,0.263149,4117.376479,3500.074742,-66.472208,0.234724,0.311703,0.453573,1
355,2019-01-18,3677.990479,3682.52002,3637.080811,3657.839355,5002961727,3648.913121,3780.135829,3681.841165,3730.761946,40.928712,0.16876,4116.431604,3484.762683,-67.337567,0.253823,0.23828,0.507897,-1
