@relation BTC-Indicators

@attribute index numeric
@attribute Date date yyyy/MM/dd
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric
@attribute SMA_7 numeric
@attribute SMA_14 numeric
@attribute EMA_7 numeric
@attribute EMA_14 numeric
@attribute RSI numeric
@attribute Stoch_RSI numeric
@attribute Upper_BB numeric
@attribute Lower_BB numeric
@attribute MACD numeric

@data
911,2017/3/30,1042.209961,1049.290039,1020.039978,1026.430054,1026.430054,352968992,1005.192008,1029.25943,1028.648704,1049.215098,38.240902,0.660627,1284.461469,887.156738,-34.467263
912,2017/3/31,1026.640015,1074.920044,1026.640015,1071.790039,1071.790039,447287008,1024.373439,1027.228006,1039.434038,1052.22509,47.791834,1,1274.731151,886.483064,-29.573273
913,2017/4/1,1071.709961,1091.719971,1061.089966,1080.5,1080.5,289633984,1039.762155,1034.848149,1049.700528,1055.995078,60.135672,1,1256.054826,891.071389,-24.707121
914,2017/4/2,1080.609985,1107.589966,1075.449951,1102.170044,1102.170044,514187008,1059.11145,1039.521724,1062.817907,1062.15174,56.745115,0.883072,1234.464228,899.686987,-18.884381
915,2017/4/3,1102.949951,1151.73999,1102.949951,1143.810059,1143.810059,580444032,1073.11717,1045.920301,1083.065945,1073.039516,58.79671,0.953824,1213.480646,911.051575,-10.785488
916,2017/4/4,1145.52002,1156.439941,1120.52002,1133.25,1133.25,436310016,1085.417167,1046.828156,1095.611959,1081.06758,51.401572,0.698791,1184.491461,928.404761,-5.159688
917,2017/4/5,1134.140015,1135.089966,1113.630005,1124.780029,1124.780029,414784000,1097.532889,1052.231014,1102.903976,1086.895907,59.685318,0.984469,1170.358332,936.234887,-1.368878
918,2017/4/6,1125.810059,1188.369995,1125.810059,1182.680054,1182.680054,511222016,1119.854318,1062.523163,1122.847996,1099.667127,66.454726,1,1186.618108,928.220118,6.235536
919,2017/4/7,1178.939941,1186.579956,1163.390015,1176.900024,1176.900024,317022016,1134.87003,1079.621735,1136.361003,1109.964846,84.941079,1,1200.960843,934.185587,11.661264
920,2017/4/8,1172.650024,1184.97998,1162.579956,1175.949951,1175.949951,209312000,1148.505737,1094.133946,1146.25824,1118.76286,82.956704,0.963117,1215.46228,933.605146,15.70351
921,2017/4/9,1176.569946,1197.209961,1171.859985,1187.869995,1187.869995,242343008,1160.748587,1109.930019,1156.661179,1127.977145,85.202378,1,1230.515115,931.916312,19.642441
922,2017/4/10,1187.300049,1190.339966,1179.040039,1187.130005,1187.130005,215883008,1166.937151,1120.027161,1164.278385,1135.864193,79.97453,0.894332,1240.364745,928.725679,22.445622
923,2017/4/11,1187.459961,1208.069946,1187.459961,1205.01001,1205.01001,216182000,1177.188581,1131.302874,1174.461291,1145.083635,81.284161,0.920803,1256.092165,928.585258,25.812381
924,2017/4/12,1204.810059,1207.140015,1196.76001,1200.369995,1200.369995,288702016,1187.987148,1142.760018,1180.938467,1152.45515,82.110814,0.934168,1268.916576,931.93885,27.785854
925,2017/4/13,1201.02002,1205.890015,1156.439941,1169.280029,1169.280029,351968992,1186.072858,1152.963588,1178.023858,1154.698467,76.71989,0.773259,1264.442711,959.588716,26.535262
926,2017/4/14,1170.329956,1190.800049,1159.790039,1167.540039,1167.540039,254827008,1184.735718,1159.802874,1175.402903,1156.410677,71.402369,0.591725,1261.045919,982.461613,25.114255
927,2017/4/15,1167.300049,1188,1164.959961,1172.52002,1172.52002,203559008,1184.245728,1166.375732,1174.682182,1158.558589,70.917424,0.577378,1252.207135,1011.879901,24.111992
928,2017/4/16,1172.609985,1187.219971,1172.609985,1182.939941,1182.939941,183231008,1183.541434,1172.145011,1176.746622,1161.809436,69.349783,0.530999,1253.878625,1023.925403,23.883181
929,2017/4/17,1183.25,1194.900024,1172.650024,1193.910034,1193.910034,253206000,1184.51001,1175.72358,1181.037475,1166.089516,64.069852,0.374792,1255.132748,1037.347282,24.306848
930,2017/4/18,1193.77002,1217.569946,1193.77002,1211.670044,1211.670044,270524000,1185.461443,1181.325012,1188.695617,1172.166919,71.167133,0.449966,1255.179601,1054.470436,25.778532
931,2017/4/19,1212.130005,1215.51001,1205.079956,1210.290039,1210.290039,288060992,1186.878592,1187.43287,1194.094223,1177.250002,73.999422,0.469871,1247.037771,1080.998264,26.527702
932,2017/4/20,1211.079956,1240.790039,1208.410034,1229.079956,1229.079956,315108000,1195.421439,1190.747149,1202.840656,1184.160663,66.685806,0.123788,1247.594401,1096.170625,28.31126
933,2017/4/21,1229.420044,1235.939941,1215.560059,1222.050049,1222.050049,272167008,1203.208583,1193.97215,1207.643004,1189.212581,66.091686,0.095674,1244.482329,1113.437702,28.825209
934,2017/4/22,1222.709961,1235.560059,1208.469971,1231.709961,1231.709961,249320000,1211.664289,1197.955008,1213.659743,1194.878898,68.711443,0.219642,1244.266653,1126.60737,29.669974
935,2017/4/23,1231.920044,1232.199951,1203.939941,1207.209961,1207.209961,258951008,1215.131435,1199.336434,1212.047298,1196.52304,55.984652,0,1244.764085,1132.449929,28.039292
936,2017/4/24,1209.630005,1250.939941,1209.630005,1250.150024,1250.150024,235806000,1223.165719,1203.837864,1221.572979,1203.673304,65.462775,0.362783,1250.683759,1138.220257,29.867574
937,2017/4/25,1250.449951,1267.579956,1249.969971,1265.48999,1265.48999,242556000,1230.854283,1208.157863,1232.552232,1211.915529,65.026848,0.346097,1256.205524,1146.769488,32.183318
938,2017/4/26,1265.98999,1294.829956,1265.930054,1281.079956,1281.079956,329631008,1240.967128,1213.92286,1244.684163,1221.137453,69.018351,0.628577,1270.838456,1141.976546,34.87453
939,2017/4/27,1281.880005,1319.699951,1281.300049,1317.72998,1317.72998,449196992,1253.631417,1224.526428,1262.945617,1234.016456,84.087283,1,1293.2504,1133.647598,39.509248
940,2017/4/28,1317.73999,1331.280029,1292.369995,1316.47998,1316.47998,527488992,1267.121407,1235.164995,1276.329208,1245.011593,84.276927,1,1310.470848,1130.480153,42.590474
941,2017/4/29,1317.839966,1327.199951,1315.209961,1321.790039,1321.790039,422705984,1279.98999,1245.82714,1287.694416,1255.248719,84.300778,1,1326.40627,1127.936736,44.942773
942,2017/4/30,1321.869995,1347.910034,1314.920044,1347.890015,1347.890015,413115008,1300.087141,1257.609288,1302.743316,1267.600892,85.356057,1,1346.141686,1124.27732,48.355623
943,2017/5/1,1348.300049,1434.319946,1348.300049,1421.599976,1421.599976,713624000,1324.579991,1273.872855,1332.457481,1288.134103,88.45987,1,1383.64033,1108.437673,56.358445
944,2017/5/2,1421.030029,1473.900024,1415.689941,1452.819946,1452.819946,477337984,1351.341413,1291.097848,1362.548097,1310.092215,88.961792,1,1422.447784,1094.875214,64.476682
945,2017/5/3,1453.780029,1492.77002,1447.48999,1490.089966,1490.089966,583795968,1381.199986,1311.083557,1394.433564,1334.091916,90.508475,1,1462.681494,1086.722497,73.075454
946,2017/5/4,1490.719971,1608.910034,1490.719971,1537.670044,1537.670044,933548992,1412.619995,1333.125706,1430.242684,1361.235666,91.238831,1,1507.7661,1078.650893,82.775177
947,2017/5/5,1540.869995,1618.030029,1530.310059,1555.449951,1555.449951,946035968,1446.758562,1356.939985,1461.544501,1387.130904,93.309949,1,1548.793119,1075.916866,90.849708
948,2017/5/6,1556.810059,1578.800049,1542.5,1578.800049,1578.800049,582529984,1483.474278,1381.732134,1490.858388,1412.68679,93.539729,1,1588.416214,1075.879782,98.003269
949,2017/5/7,1579.469971,1596.719971,1559.76001,1596.709961,1596.709961,1080029952,1519.019985,1409.553563,1517.321281,1437.223213,99.681122,1,1625.560386,1079.015603,103.919776
950,2017/5/8,1596.920044,1723.349976,1596.920044,1723.349976,1723.349976,1340320000,1562.127128,1443.353559,1568.828455,1475.373448,99.737229,1,1688.911782,1066.8322,117.473282
951,2017/5/9,1723.890015,1833.48999,1716.300049,1755.359985,1755.359985,1167920000,1605.347133,1478.344273,1615.461337,1512.704986,99.746126,1,1748.207719,1062.043257,129.306904
952,2017/5/10,1756.52002,1788.439941,1719.099976,1787.130005,1787.130005,915723008,1647.781424,1514.490705,1658.378504,1549.294989,99.754203,1,1805.35076,1060.705222,139.639038
953,2017/5/11,1780.369995,1873.930054,1755.349976,1848.569946,1848.569946,799489984,1692.195696,1552.407846,1705.926365,1589.198316,99.765628,1,1866.192452,1062.515519,151.043878
954,2017/5/12,1845.76001,1856.150024,1694.01001,1724.23999,1724.23999,740984000,1716.308559,1581.533561,1710.504771,1607.203873,81.059387,0,1891.156261,1086.804713,148.339937
955,2017/5/13,1723.119995,1812.98999,1651.079956,1804.910034,1804.910034,579635008,1748.609985,1616.042132,1734.106087,1633.564694,83.009925,0.104272,1921.709331,1116.02165,150.966199
956,2017/5/14,1800.859985,1831.420044,1776.619995,1808.910034,1808.910034,437196000,1778.924281,1648.972133,1752.807074,1656.944073,82.480841,0.075988,1948.681243,1144.925739,151.622487
957,2017/5/15,1808.439941,1812.800049,1708.540039,1738.430054,1738.430054,731529024,1781.078578,1671.602853,1749.212819,1667.80887,72.424099,0,1958.034657,1182.866332,144.786447
958,2017/5/16,1741.699951,1785.939941,1686.540039,1734.449951,1734.449951,959044992,1778.091431,1691.719282,1745.522102,1676.694348,70.732172,0,1962.025013,1224.212976,137.463086
959,2017/5/17,1726.72998,1864.050049,1661.910034,1839.089966,1839.089966,1064729984,1785.514282,1716.647853,1768.914068,1698.347097,73.373246,0.090967,1979.744205,1258.629782,138.50623
960,2017/5/18,1818.699951,1904.47998,1807.119995,1888.650024,1888.650024,894321024,1791.240008,1741.717852,1798.848057,1723.720821,73.443675,0.093392,1997.86827,1297.722721,141.698599
961,2017/5/19,1897.369995,2004.52002,1890.25,1987.709961,1987.709961,1157289984,1828.878575,1772.593567,1846.063533,1758.919373,76.044778,0.182982,2027.260546,1334.922437,150.487161
962,2017/5/20,1984.23999,2084.72998,1974.920044,2084.72998,2084.72998,961336000,1868.852853,1808.731419,1905.730145,1802.360787,77.998026,0.250258,2071.549686,1364.317294,163.397322
963,2017/5/21,2067.030029,2119.080078,2037.5,2041.199951,2041.199951,1147859968,1902.037127,1840.480704,1939.597596,1834.206009,73.919685,0.109788,2101.782456,1396.044521,168.177562
964,2017/5/22,2043.189941,2303.899902,2017.869995,2173.399902,2173.399902,1942220032,1964.175676,1872.627127,1998.048173,1879.431861,74.074821,0.115131,2157.136259,1412.748714,180.552075
965,2017/5/23,2191.560059,2320.820068,2178.5,2320.419922,2320.419922,1378749952,2047.885672,1912.988551,2078.64111,1938.230269,76.915304,0.212966,2242.792518,1410.125451,199.917726
966,2017/5/24,2321.370117,2523.719971,2321.370117,2443.639893,2443.639893,1725379968,2134.249948,1959.882115,2169.890806,2005.618219,78.765275,0.276684,2348.546916,1394.968037,222.641494
967,2017/5/25,2446.23999,2763.709961,2285.300049,2304.97998,2304.97998,2406700032,2193.725656,1992.482832,2203.663099,2045.533121,68.730354,0,2398.992314,1419.475643,226.8466
968,2017/5/26,2320.889893,2573.790039,2071.98999,2202.419922,2202.419922,1763480064,2224.398507,2026.638541,2203.352305,2066.451361,69.980774,0.087567,2420.91398,1459.915964,219.374624
969,2017/5/27,2196.27002,2260.199951,1855.829956,2038.869995,2038.869995,1700480000,2217.847081,2043.349967,2162.231727,2062.773845,59.142775,0,2416.386306,1508.659641,197.973798
970,2017/5/28,2054.080078,2267.340088,2054.080078,2155.800049,2155.800049,1147139968,2234.218523,2068.127825,2160.623808,2075.177339,62.456461,0.168872,2431.185636,1537.105318,188.278411
971,2017/5/29,2159.429932,2307.050049,2107.169922,2255.610107,2255.610107,994625024,2245.962838,2105.069257,2184.370383,2099.235042,68.188277,0.460976,2458.274315,1560.041652,186.498743
972,2017/5/30,2255.360107,2301.959961,2124.570068,2175.469971,2175.469971,1443970048,2225.255702,2136.570687,2182.14528,2109.399699,64.721276,0.284291,2470.79995,1586.350013,176.586129
973,2017/5/31,2187.189941,2311.080078,2145.570068,2286.409912,2286.409912,1544829952,2202.794277,2168.522112,2208.211438,2133.001061,64.869031,0.291821,2498.483834,1602.450126,175.657369
974,2017/6/1,2288.330078,2448.389893,2288.330078,2407.879883,2407.879883,1653180032,2217.494263,2205.609959,2258.128549,2169.65157,66.471879,0.373505,2532.184328,1637.113621,182.617826
975,2017/6/2,2404.030029,2488.550049,2373.320068,2488.550049,2488.550049,1317030016,2258.369995,2241.384251,2315.733924,2212.171367,66.07606,0.353333,2580.608208,1657.053743,192.425288
976,2017/6/3,2493.719971,2581.909912,2423.570068,2515.350098,2515.350098,1514950016,2326.438581,2272.142831,2365.637968,2252.595198,64.474623,0.271721,2624.114916,1684.191041,200.054212
977,2017/6/4,2547.790039,2585.889893,2452.540039,2511.810059,2511.810059,1355120000,2377.297154,2305.757839,2402.18099,2287.15718,66.255847,0.362496,2645.717287,1739.92667,203.469073
978,2017/6/5,2512.399902,2686.810059,2510.219971,2686.810059,2686.810059,1369309952,2438.897147,2342.429993,2473.338258,2340.44423,67.224942,0.411883,2690.670821,1790.209147,217.785911
979,2017/6/6,2690.840088,2999.909912,2690.840088,2863.199951,2863.199951,2089609984,2537.144287,2381.199995,2570.803681,2410.144993,67.858364,0.444163,2780.935013,1802.355954,240.591905
980,2017/6/7,2869.379883,2869.379883,2700.560059,2732.159912,2732.159912,1517709952,2600.822859,2401.808568,2611.142739,2453.080315,59.444189,0.027811,2822.264765,1845.377191,245.264725
981,2017/6/8,2720.48999,2815.300049,2670.949951,2805.620117,2805.620117,1281170048,2657.642892,2437.568577,2659.762083,2500.085622,67.118237,0.73588,2877.88436,1871.548611,251.9908
982,2017/6/9,2807.439941,2901.709961,2795.620117,2823.810059,2823.810059,1348950016,2705.537179,2481.953587,2700.774077,2543.248881,72.54795,1,2933.383451,1889.957528,255.839876
983,2017/6/10,2828.139893,2950.98999,2746.550049,2947.709961,2947.709961,2018889984,2767.302874,2546.870728,2762.508048,2597.177025,83.955514,1,3000.25668,1913.7353,265.823733
984,2017/6/11,2942.409912,2996.600098,2840.530029,2958.110107,2958.110107,1752400000,2831.060024,2604.178589,2811.408563,2645.301436,82.567881,0.943388,3065.954971,1926.50803,271.446154
985,2017/6/12,2953.219971,2997.26001,2518.560059,2659.629883,2659.629883,2569530112,2827.177141,2633.037144,2773.463893,2647.211895,64.122411,0.19086,3081.071546,1945.312451,248.947393
986,2017/6/13,2680.909912,2789.040039,2650.379883,2717.02002,2717.02002,1781200000,2806.294294,2671.719291,2759.352925,2656.519645,69.23568,0.399468,3100.819675,1952.902334,233.061282
987,2017/6/14,2716.879883,2786.830078,2412.939941,2506.370117,2506.370117,1696560000,2774.038609,2687.430734,2696.107223,2636.499708,57.296107,0,3101.488359,1972.372664,201.154948
988,2017/6/15,2499.580078,2534.709961,2212.959961,2464.580078,2464.580078,2026259968,2725.318604,2691.480748,2638.225437,2613.577091,51.985717,0,3093.680677,2006.396362,170.531066
989,2017/6/16,2469.570068,2539.919922,2385.149902,2518.560059,2518.560059,1195190016,2681.711461,2693.62432,2608.309092,2600.908153,51.071013,0,3062.207583,2085.838462,148.900718
990,2017/6/17,2514.01001,2685.189941,2484.959961,2655.879883,2655.879883,1534509952,2640.02145,2703.662162,2620.20179,2608.237717,54.648593,0.108792,3046.552581,2151.501447,141.211277
991,2017/6/18,2655.350098,2662.100098,2516.330078,2548.290039,2548.290039,1178659968,2581.475726,2706.267875,2602.223852,2600.244693,51.129006,0.001764,3032.099681,2195.22234,124.994876
992,2017/6/19,2549.030029,2662.850098,2549.030029,2589.600098,2589.600098,1446840064,2571.471471,2699.324306,2599.067914,2598.825414,46.720069,0,2999.037296,2269.697738,114.160664
993,2017/6/20,2591.26001,2763.449951,2589.820068,2721.790039,2721.790039,1854189952,2572.152902,2689.223598,2629.748445,2615.220697,45.082045,0,2983.410636,2328.862412,114.916412
994,2017/6/21,2709.429932,2772.01001,2660.399902,2689.100098,2689.100098,1626579968,2598.257185,2686.147897,2644.586358,2625.071284,48.392499,0.08516,2976.02364,2364.371429,111.591189
995,2017/6/22,2691.030029,2723.73999,2642.360107,2705.409912,2705.409912,1097939968,2632.661447,2678.990025,2659.792247,2635.783101,46.092224,0.025986,2974.892737,2387.188318,109.015331
996,2017/6/23,2707.340088,2765.169922,2706.370117,2744.909912,2744.909912,961318976,2664.99714,2673.3543,2681.071663,2650.333343,46.973527,0.048657,2976.901292,2408.135744,108.905865
997,2017/6/24,2738.52002,2757.939941,2583.189941,2608.719971,2608.719971,982750016,2658.26001,2649.14073,2662.98374,2644.784893,37.118384,0,2971.914936,2422.813091,96.714854
998,2017/6/25,2607.25,2682.26001,2552.120117,2589.409912,2589.409912,1161100032,2664.134277,2622.805001,2644.590283,2637.401562,36.083631,0,2971.256254,2413.731759,84.520925
999,2017/6/26,2590.570068,2615.25,2376.290039,2478.449951,2478.449951,1663280000,2648.255685,2609.863578,2603.0552,2616.208014,42.033802,0.179481,2955.498495,2391.014518,65.152569
1000,2017/6/27,2478.449951,2552.449951,2332.98999,2552.449951,2552.449951,1489789952,2624.064244,2598.108573,2590.403888,2607.706939,42.868279,0.319842,2950.037713,2378.504304,55.138585
1001,2017/6/28,2553.030029,2603.97998,2484.419922,2574.790039,2574.790039,1183869952,2607.734235,2602.99571,2586.500426,2603.318019,53.543313,0.940464,2933.05283,2372.406179,48.446627
1002,2017/6/29,2567.560059,2588.830078,2510.47998,2539.320068,2539.320068,949979008,2584.007115,2608.334281,2574.705336,2594.784959,53.896119,0.959468,2911.03968,2365.97033,39.822028
1003,2017/6/30,2539.23999,2559.25,2478.429932,2480.840088,2480.840088,860273024,2546.282854,2605.639997,2551.239024,2579.592309,48.042879,0.644184,2854.088545,2376.234477,27.945982
1004,2017/7/1,2492.600098,2515.27002,2419.22998,2434.550049,2434.550049,779913984,2521.401437,2589.830723,2522.06678,2560.253341,37.318226,0.069311,2779.528494,2398.438523,14.630261
1005,2017/7/2,2436.399902,2514.280029,2394.840088,2506.469971,2506.469971,803747008,2509.552874,2586.843576,2518.167578,2553.082225,47.501668,0.641013,2772.226306,2390.42472,9.768192
1006,2017/7/3,2498.560059,2595,2480.469971,2564.060059,2564.060059,964112000,2521.782889,2585.019287,2529.640698,2554.545936,48.503349,0.697248,2753.630751,2393.724278,10.441642
1007,2017/7/4,2561,2631.590088,2559.350098,2601.639893,2601.639893,985516032,2528.810024,2576.437134,2547.640497,2560.825131,42.081107,0.336701,2755.919149,2400.962858,13.848101
1008,2017/7/5,2602.870117,2622.649902,2538.550049,2601.98999,2601.98999,941566016,2532.695731,2570.214983,2561.22787,2566.313779,44.003075,0.444601,2754.68434,2415.938658,16.387095
1009,2017/7/6,2608.100098,2616.719971,2581.689941,2608.560059,2608.560059,761956992,2542.587158,2563.297137,2573.060917,2571.946616,43.241934,0.40187,2756.477726,2423.145272,18.713695
1010,2017/7/7,2608.590088,2916.139893,2498.870117,2518.659912,2518.659912,917411968,2547.98999,2547.136422,2559.460666,2564.841722,35.25002,0,2749.462582,2416.438419,13.151747
1011,2017/7/8,2520.27002,2571.340088,2492.310059,2571.340088,2571.340088,733329984,2567.531425,2544.466431,2562.430522,2565.708171,47.265315,0.644387,2749.922618,2418.283388,12.846625
1012,2017/7/9,2572.610107,2635.48999,2517.590088,2518.439941,2518.439941,527856000,2569.24142,2539.397147,2551.432876,2559.40574,45.051119,0.525638,2748.902334,2412.187657,8.241214
1013,2017/7/10,2525.25,2537.159912,2321.129883,2372.560059,2372.560059,1111200000,2541.884277,2531.833583,2506.714672,2534.492983,42.958985,0.413436,2741.877356,2384.289636,-7.098072
1014,2017/7/11,2385.889893,2413.469971,2296.810059,2337.790039,2337.790039,1329760000,2504.191441,2516.500733,2464.483514,2508.265924,34.940806,0,2740.48111,2350.554876,-21.808818
1015,2017/7/12,2332.77002,2423.709961,2275.139893,2398.840088,2398.840088,1117410048,2475.170027,2503.932879,2448.072657,2493.675812,38.292332,0.176812,2720.369561,2340.009443,-28.215709
1016,2017/7/13,2402.699951,2425.219971,2340.830078,2357.899902,2357.899902,835769984,2439.361433,2490.974296,2425.529469,2475.572357,38.015589,0.226711,2687.289487,2334.388516,-36.17969
1017,2017/7/14,2360.590088,2363.25,2183.219971,2233.340088,2233.340088,882502976,2398.601458,2473.295724,2377.482123,2443.274722,34.963191,0.001651,2701.464943,2282.675072,-51.943367
1018,2017/7/15,2230.120117,2231.139893,1990.410034,1998.859985,1998.859985,993608000,2316.818586,2442.175005,2282.826589,2384.019423,28.456153,0,2761.527898,2163.557124,-82.406845
1019,2017/7/16,1991.97998,2058.77002,1843.030029,1929.819946,1929.819946,1182870016,2232.730015,2400.985718,2194.574928,2323.459493,21.404573,0,2817.101306,2053.120715,-110.8426
1020,2017/7/17,1932.619995,2230.48999,1932.619995,2228.409912,2228.409912,1201760000,2212.137137,2377.010707,2203.033674,2310.786216,36.56637,0.586286,2807.377148,2030.440869,-108.03902
1021,2017/7/18,2233.52002,2387.610107,2164.77002,2318.879883,2318.879883,1512450048,2209.435686,2356.813564,2231.995226,2311.865371,39.142827,0.685914,2789.791829,2022.435173,-97.394291
1022,2017/7/19,2323.080078,2397.169922,2260.22998,2273.429932,2273.429932,1245100032,2191.51995,2333.344988,2242.353903,2306.740646,37.806546,0.634242,2775.488041,2010.149948,-91.570134
1023,2017/7/20,2269.889893,2900.699951,2269.889893,2817.600098,2817.600098,2249260032,2257.191406,2348.27642,2386.165452,2374.85524,55.54518,1,2835.80004,1983.513949,-42.553928
1024,2017/7/21,2838.409912,2838.409912,2621.850098,2667.76001,2667.76001,1489449984,2319.251395,2358.926426,2456.564091,2413.909209,53.833261,0.949857,2862.814506,1979.820479,-15.619028
1025,2017/7/22,2668.629883,2862.419922,2657.709961,2810.120117,2810.120117,1177129984,2435.1457,2375.982143,2544.953098,2466.73733,55.868272,1,2910.047536,1962.952464,17.01817
1026,2017/7/23,2808.100098,2832.179932,2653.939941,2730.399902,2730.399902,1072840000,2549.514265,2391.12214,2591.314799,2501.89234,55.141363,0.978908,2933.401772,1956.232212,36.035238
1027,2017/7/24,2732.699951,2777.26001,2699.189941,2754.860107,2754.860107,866473984,2624.721436,2418.429286,2632.201126,2535.621375,59.853597,1,2955.993257,1948.962749,52.475234
1028,2017/7/25,2757.5,2768.080078,2480.959961,2576.47998,2576.47998,1460089984,2661.521449,2435.478568,2618.270839,2541.069189,55.72807,0.892701,2953.250156,1949.154849,50.52781
1029,2017/7/26,2577.77002,2610.76001,2450.800049,2529.449951,2529.449951,937404032,2698.095738,2444.807844,2596.065617,2539.519957,53.155604,0.825795,2945.30525,1949.188744,44.674552
1030,2017/7/27,2538.709961,2693.320068,2529.340088,2671.780029,2671.780029,789104000,2677.264299,2467.227853,2614.99422,2557.154634,57.229326,0.931747,2962.204969,1947.601037,50.933521
1031,2017/7/28,2679.72998,2897.449951,2679.72998,2809.01001,2809.01001,1380099968,2697.442871,2508.347133,2663.498168,2590.735351,63.181966,1,2996.224618,1937.34838,66.203953
1032,2017/7/29,2807.02002,2808.76001,2692.800049,2726.449951,2726.449951,803745984,2685.48999,2560.317845,2679.236113,2608.830631,67.906548,1,3018.927091,1935.446908,70.827519
1033,2017/7/30,2724.389893,2758.530029,2644.850098,2757.179932,2757.179932,705942976,2689.315709,2619.414987,2698.722068,2628.610537,70.753306,1,3049.703619,1943.132367,76.094213
1034,2017/7/31,2763.23999,2889.620117,2720.610107,2875.340088,2875.340088,860574976,2706.527134,2665.624285,2742.876573,2661.507811,67.8425,0.911651,3096.020248,1950.570743,88.779252
1035,2017/8/1,2871.300049,2921.350098,2685.610107,2718.26001,2718.26001,1324669952,2726.781424,2694.151437,2736.722432,2669.074771,60.624631,0.692574,3115.184132,1963.348852,85.175339
1036,2017/8/2,2727.129883,2762.530029,2668.590088,2710.669922,2710.669922,1094950016,2752.669992,2725.382865,2730.209305,2674.620791,61.870932,0.495254,3131.04019,1982.769795,80.775624
1037,2017/8/3,2709.560059,2813.310059,2685.139893,2804.72998,2804.72998,804796992,2771.662842,2724.463571,2748.839474,2691.968683,49.537556,0,3148.576231,2022.372743,83.9114
1038,2017/8/4,2806.929932,2899.330078,2743.719971,2895.889893,2895.889893,1002120000,2784.074254,2740.758562,2785.602078,2719.158177,58.557966,0.425175,3136.738545,2123.913421,92.683966
1039,2017/8/5,2897.629883,3290.01001,2874.830078,3252.909912,3252.909912,1945699968,2859.28282,2772.386405,2902.429037,2790.325075,64.306515,0.696132,3161.584585,2231.376377,126.98106
1040,2017/8/6,3257.610107,3293.290039,3155.600098,3213.939941,3213.939941,1105030016,2924.534249,2806.924979,2980.306763,2846.807057,66.045681,0.778107,3210.886154,2280.627811,149.29621
1041,2017/8/7,3212.780029,3397.679932,3180.889893,3378.939941,3378.939941,1482279936,2996.477086,2851.50211,3079.965057,2917.758109,68.942501,0.914648,3299.317502,2298.202469,178.240601
1042,2017/8/8,3370.219971,3484.850098,3345.830078,3419.939941,3419.939941,1752760064,3096.717076,2911.74925,3164.958778,2984.715686,77.93061,1,3365.846687,2346.324284,202.157254
1043,2017/8/9,3420.399902,3422.76001,3247.669922,3342.469971,3342.469971,1468960000,3186.974226,2969.822109,3209.336576,3032.416258,76.390579,0.94576,3435.907313,2328.750645,212.411646
1044,2017/8/10,3341.840088,3453.449951,3319.469971,3381.280029,3381.280029,1515110016,3269.338518,3020.50068,3252.32244,3078.931427,74.689591,0.885852,3504.356659,2331.653302,221.121026
1045,2017/8/11,3373.820068,3679.719971,3372.120117,3650.620117,3650.620117,2021190016,3377.157122,3080.615688,3351.896859,3155.156586,76.8208,0.960913,3628.548085,2291.511876,246.910537
1046,2017/8/12,3650.629883,3949.919922,3613.699951,3884.709961,3884.709961,2219589888,3467.414272,3163.348546,3485.100134,3252.430369,83.660951,1,3793.501098,2241.989869,282.976032
1047,2017/8/13,3880.040039,4208.390137,3857.800049,4073.26001,4073.26001,3159089920,3590.174281,3257.354265,3632.140103,3361.874321,85.033804,1,3980.04744,2187.283517,323.048705
1048,2017/8/14,4066.100098,4325.129883,3989.159912,4325.129883,4325.129883,2463089920,3725.344273,3360.910679,3805.387548,3490.308396,86.028394,1,4191.700052,2150.495895,370.855392
1049,2017/8/15,4326.990234,4455.970215,3906.179932,4181.930176,4181.930176,3258050048,3834.200021,3465.458548,3899.523205,3582.524633,86.626006,1,4322.047864,2185.396105,392.661162
1050,2017/8/16,4200.339844,4381.22998,3994.419922,4376.629883,4376.629883,2272039936,3981.937151,3584.455688,4018.799875,3688.405333,88.11848,1,4481.28077,2196.648185,420.802284
1051,2017/8/17,4384.439941,4484.700195,4243.709961,4331.689941,4331.689941,2553359872,4117.709996,3693.524257,4097.022391,3774.176614,85.741451,0.919588,4610.434616,2219.762333,434.469752
1052,2017/8/18,4324.339844,4370.129883,4015.399902,4160.620117,4160.620117,2941710080,4190.567139,3783.86213,4112.921823,3825.702415,78.535958,0.597575,4680.268014,2293.345951,426.580064
1053,2017/8/19,4137.75,4243.259766,3970.550049,4193.700195,4193.700195,2975820032,4234.708601,3851.061436,4133.116416,3874.768785,74.861152,0.399382,4740.052456,2377.213535,418.17624
1054,2017/8/20,4189.310059,4196.290039,4069.879883,4087.659912,4087.659912,2109769984,4236.76573,3913.470005,4121.75229,3903.154269,72.298338,0.175002,4777.225083,2461.272891,398.367452
1055,2017/8/21,4090.47998,4109.140137,3988.600098,4001.73999,4001.73999,2800890112,4190.567173,3957.955723,4091.749215,3916.299032,66.563132,0,4771.295678,2595.550294,371.453935
1056,2017/8/22,3998.350098,4128.759766,3674.580078,4100.52002,4100.52002,3764239872,4178.937151,4006.568586,4093.941916,3940.86183,67.5601,0.046252,4753.189713,2752.641268,354.014642
