,Open,High,Low,Close,Volume,ScorePositive,ScoreNegative,ScoreNeutral,Coin_timestamp
0,0.9525303126125434,0.9909621227351223,0.9723748555441769,1.0,0.15393274903720522,0.027517228260042194,0.9907766445932267,9.479168774641049e-05,0.0
1,1.0,0.992845932048443,0.9917153804704968,0.9881593109409266,0.20174569494626776,0.027127603988745044,0.9807647040378543,0.0,0.003937007874014853
2,0.9883028819098233,0.9799370497416927,0.9569787478703955,0.9574096448952831,0.27441182050145085,0.16742708650026145,0.5926381089200276,0.27661248158803675,0.007874015748029706
3,0.9576304837039545,0.9763090030368006,0.9541378208448781,0.9379795030615421,0.4081478821260377,0.2737630846223853,0.2730436684767933,0.5045677910322564,0.011811023622044559
4,0.9382327968449514,0.9596801143553807,0.853625408280978,0.8572641006488799,0.32805152861120124,0.33968056282735076,0.4682341288918158,0.2341357267726587,0.01574803149605941
5,0.8573179106256364,0.8489255123780853,0.8484306422259684,0.8431189942116457,0.23377063323377328,0.031515445123313696,0.6388243014113414,0.36453469177763875,0.019685039370088475
6,0.843035833483046,0.8281995288017908,0.7950792660233332,0.787553140314903,1.0,0.24383111563642468,0.5174731411358676,0.278693232037652,0.023622047244103328
7,0.7878372722563892,0.7959994218913743,0.7812942045161828,0.7936551954318904,0.20337479254921836,0.0009102383441691505,1.0,0.017116893318552755,0.02755905511811818
8,0.793844284882039,0.811148524400355,0.8039495877397251,0.7998134421630978,0.10726399634674616,0.09319208069398603,0.7029282327833267,0.23558539038139997,0.031496062992133034
9,0.7999290346076037,0.7949735838332482,0.7514999557980675,0.7966819857032346,0.2606821107480617,0.1861984622087669,0.6357182766340357,0.2126917870217094,0.03543307086614789
10,0.796783664908789,0.8228917247447786,0.8063173813347204,0.82838461553508,0.17869829922478792,0.22865388656938163,0.45257403021988085,0.36185183454787534,0.03937007874016274
11,0.8287728523212875,0.8623905047709747,0.8444652259295953,0.8704394532006599,0.2804905889537159,0.24520464160137168,0.47951603707904306,0.31705224319324765,0.04330708661417759
12,0.8705352343747733,0.8673723697246188,0.8416771942434469,0.8233832485153418,0.48189828682056157,0.27346844801593384,0.39139319207457507,0.3809665004335504,0.047244094488192445
13,0.8238043193437542,0.8349248151996517,0.8258759996356739,0.84099655796622,0.13966560602646894,0.11005314550614821,0.5148159936445219,0.41560880124482674,0.0511811023622073
14,0.8412443611631303,0.8480880825888361,0.8492300518724865,0.8436898516934983,0.06577898337514931,0.10883816206238991,0.5095636595986363,0.41135886946150957,0.05511811023622215
