index,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2023-11-01 00:00:00,34657.2734375,34666.66015625,34524.50390625,34526.1640625,34526.1640625,258960384
1,2023-11-01 01:00:00,34524.90234375,34573.90625,34502.97265625,34513.2578125,34513.2578125,0
2,2023-11-01 02:00:00,34512.4765625,34512.4765625,34451.75,34468.6015625,34468.6015625,0
3,2023-11-01 03:00:00,34469.62890625,34483.43359375,34424.875,34450.3828125,34450.3828125,0
4,2023-11-01 04:00:00,34443.53125,34478.12890625,34407.6953125,34437.93359375,34437.93359375,177147904
5,2023-11-01 05:00:00,34445.41015625,34447.18359375,34349.9140625,34349.9140625,34349.9140625,0
6,2023-11-01 06:00:00,34356.9453125,34422.9140625,34334.90234375,34417.3984375,34417.3984375,0
7,2023-11-01 07:00:00,34418.94140625,34497.53515625,34408.6875,34466.55859375,34466.55859375,0
8,2023-11-01 08:00:00,34456.09765625,34480.5703125,34427.046875,34449.265625,34449.265625,0
9,2023-11-01 09:00:00,34449.875,34500.86328125,34434.01953125,34483.80078125,34483.80078125,0
10,2023-11-01 10:00:00,34488.7421875,34488.7421875,34373.3046875,34382.875,34382.875,0
11,2023-11-01 11:00:00,34388.6484375,34444.73828125,34359.015625,34444.73828125,34444.73828125,0
12,2023-11-01 12:00:00,34431.94921875,34852.7265625,34355.21875,34809.65625,34809.65625,654773248
13,2023-11-01 13:00:00,34781.2734375,35145.33984375,34442.921875,34577.28125,34577.28125,2153506816
14,2023-11-01 14:00:00,34591.14453125,34658.6640625,34170.69140625,34224.0859375,34224.0859375,692636672
15,2023-11-01 15:00:00,34199.46484375,34312.6796875,34199.46484375,34293.30078125,34293.30078125,386197504
16,2023-11-01 16:00:00,34296.86328125,34540.0,34294.62890625,34472.09375,34472.09375,127811584
17,2023-11-01 17:00:00,34472.26171875,34526.92578125,34388.25390625,34511.65234375,34511.65234375,243326976
18,2023-11-01 18:00:00,34519.48046875,34721.26953125,34460.5625,34623.85546875,34623.85546875,721029120
19,2023-11-01 19:00:00,34598.875,34709.5546875,34520.13671875,34555.45703125,34555.45703125,259905536
20,2023-11-01 20:00:00,34576.54296875,35369.31640625,34561.5546875,35369.31640625,35369.31640625,791609344
21,2023-11-01 21:00:00,35431.4453125,35527.9296875,35198.21875,35408.69140625,35408.69140625,1719650304
22,2023-11-01 22:00:00,35405.83203125,35516.6796875,35221.98046875,35268.93359375,35268.93359375,587100160
23,2023-11-01 23:00:00,35290.89453125,35471.2265625,35255.08984375,35439.4921875,35439.4921875,241899520
24,2023-11-02 00:00:00,35441.578125,35637.515625,35392.13671875,35446.72265625,35446.72265625,263346176
25,2023-11-02 01:00:00,35449.78515625,35638.62890625,35449.78515625,35594.73046875,35594.73046875,287246336
26,2023-11-02 02:00:00,35597.25,35919.84375,35551.07421875,35735.29296875,35735.29296875,1059153920
27,2023-11-02 03:00:00,35720.08203125,35831.31640625,35597.2578125,35610.140625,35610.140625,591742976
28,2023-11-02 04:00:00,35599.65234375,35620.36328125,35486.390625,35503.16015625,35503.16015625,180744192
29,2023-11-02 05:00:00,35494.0234375,35494.0234375,35198.74609375,35243.6875,35243.6875,539508736
30,2023-11-02 06:00:00,35219.83984375,35269.8515625,35111.12109375,35251.046875,35251.046875,465192960
31,2023-11-02 07:00:00,35252.91015625,35351.20703125,35245.86328125,35269.953125,35269.953125,0
32,2023-11-02 08:00:00,35301.84765625,35340.265625,35130.234375,35340.265625,35340.265625,308854784
33,2023-11-02 09:00:00,35335.5859375,35425.13671875,35288.08203125,35400.1015625,35400.1015625,768692224
34,2023-11-02 10:00:00,35396.95703125,35485.8671875,35370.73046875,35407.4140625,35407.4140625,198066176
35,2023-11-02 11:00:00,35390.37109375,35453.12890625,35341.05859375,35392.6796875,35392.6796875,126210048
36,2023-11-02 12:00:00,35393.2265625,35468.48046875,35342.1796875,35384.0859375,35384.0859375,0
37,2023-11-02 13:00:00,35369.76953125,35384.03125,34888.97265625,34968.9140625,34968.9140625,0
38,2023-11-02 14:00:00,34955.25390625,35009.58203125,34798.0546875,34949.10546875,34949.10546875,0
39,2023-11-02 15:00:00,34945.2265625,34945.2265625,34583.94140625,34690.9296875,34690.9296875,48269312
40,2023-11-02 16:00:00,34659.15625,34732.04296875,34401.57421875,34623.58203125,34623.58203125,528009216
41,2023-11-02 17:00:00,34650.94140625,34765.375,34567.609375,34765.375,34765.375,550430720
42,2023-11-02 18:00:00,34777.859375,34868.8671875,34741.92578125,34860.2890625,34860.2890625,0
43,2023-11-02 19:00:00,34859.921875,35016.3671875,34837.09375,35016.3671875,35016.3671875,0
44,2023-11-02 20:00:00,34992.74609375,35098.01953125,34845.80859375,34924.26953125,34924.26953125,0
45,2023-11-02 21:00:00,34917.11328125,34957.125,34869.38671875,34893.3046875,34893.3046875,0
46,2023-11-02 22:00:00,34901.875,34914.5546875,34781.66015625,34794.2734375,34794.2734375,0
47,2023-11-02 23:00:00,34793.75390625,34942.02734375,34748.0625,34939.60546875,34939.60546875,0
48,2023-11-03 00:00:00,34942.47265625,34942.47265625,34483.1640625,34510.0234375,34510.0234375,0
49,2023-11-03 01:00:00,34517.55078125,34628.55078125,34408.44921875,34628.55078125,34628.55078125,211290112
50,2023-11-03 02:00:00,34613.3359375,34713.1796875,34579.74609375,34679.3828125,34679.3828125,0
51,2023-11-03 03:00:00,34685.1953125,34709.23828125,34647.98828125,34706.49609375,34706.49609375,0
52,2023-11-03 04:00:00,34706.12109375,34707.2578125,34358.86328125,34384.72265625,34384.72265625,100665344
53,2023-11-03 05:00:00,34414.328125,34555.2890625,34373.0,34555.2890625,34555.2890625,0
54,2023-11-03 06:00:00,34553.85546875,34572.81640625,34452.52734375,34466.8515625,34466.8515625,0
55,2023-11-03 07:00:00,34465.83203125,34511.37109375,34378.15234375,34462.8359375,34462.8359375,0
56,2023-11-03 08:00:00,34468.76171875,34612.63671875,34365.74609375,34465.2421875,34465.2421875,291883008
57,2023-11-03 09:00:00,34451.80078125,34451.80078125,34225.453125,34239.25,34239.25,223545344
58,2023-11-03 10:00:00,34264.28125,34266.35546875,34133.44140625,34235.453125,34235.453125,263579648
59,2023-11-03 11:00:00,34270.33203125,34273.734375,34180.234375,34273.734375,34273.734375,19265536
60,2023-11-03 12:00:00,34271.03515625,34431.5859375,34169.828125,34424.2109375,34424.2109375,309839872
61,2023-11-03 13:00:00,34410.51953125,34577.4453125,34354.09765625,34577.4453125,34577.4453125,0
62,2023-11-03 14:00:00,34588.3515625,34784.859375,34523.17578125,34719.39453125,34719.39453125,0
63,2023-11-03 15:00:00,34720.734375,34859.6875,34720.58203125,34806.7890625,34806.7890625,0
64,2023-11-03 16:00:00,34791.6875,34831.7109375,34609.69140625,34647.8984375,34647.8984375,0
65,2023-11-03 17:00:00,34661.546875,34688.82421875,34370.78515625,34437.49609375,34437.49609375,12587008
66,2023-11-03 18:00:00,34447.2421875,34610.07421875,34374.328125,34552.58984375,34552.58984375,0
67,2023-11-03 19:00:00,34549.2734375,34598.25,34455.38671875,34585.46875,34585.46875,0
68,2023-11-03 20:00:00,34560.73828125,34670.75390625,34533.26953125,34624.5234375,34624.5234375,0
69,2023-11-03 21:00:00,34614.55078125,34722.0078125,34614.55078125,34629.7578125,34629.7578125,0
70,2023-11-03 22:00:00,34626.30078125,34646.65234375,34594.53125,34640.14453125,34640.14453125,0
71,2023-11-03 23:00:00,34647.21484375,34742.07421875,34640.3125,34733.31640625,34733.31640625,0
72,2023-11-04 00:00:00,34736.32421875,34737.7265625,34681.87890625,34711.546875,34711.546875,0
73,2023-11-04 01:00:00,34717.4375,34784.16796875,34661.05859375,34780.73828125,34780.73828125,0
74,2023-11-04 02:00:00,34776.97265625,34792.9609375,34704.94140625,34711.8359375,34711.8359375,0
75,2023-11-04 03:00:00,34702.01171875,34738.05078125,34667.65625,34728.328125,34728.328125,0
76,2023-11-04 04:00:00,34724.96484375,34731.125,34673.828125,34685.1875,34685.1875,0
77,2023-11-04 05:00:00,34685.8984375,34760.765625,34616.69140625,34760.765625,34760.765625,0
78,2023-11-04 06:00:00,34759.359375,34960.5234375,34748.29296875,34798.33984375,34798.33984375,433821696
79,2023-11-04 07:00:00,34798.6484375,34882.90234375,34793.765625,34793.765625,34793.765625,0
80,2023-11-04 08:00:00,34786.63671875,34881.453125,34757.359375,34870.4140625,34870.4140625,0
81,2023-11-04 09:00:00,34865.09375,34885.78515625,34774.03125,34774.03125,34774.03125,0
82,2023-11-04 10:00:00,34773.41015625,34824.06640625,34757.96484375,34769.54296875,34769.54296875,0
83,2023-11-04 11:00:00,34771.5234375,34803.46484375,34709.7890625,34709.7890625,34709.7890625,0
84,2023-11-04 12:00:00,34732.07421875,34781.609375,34713.69921875,34779.99609375,34779.99609375,0
85,2023-11-04 13:00:00,34777.9375,34778.49609375,34705.14453125,34716.5625,34716.5625,0
86,2023-11-04 14:00:00,34720.5703125,34805.51953125,34714.39453125,34754.78125,34754.78125,0
87,2023-11-04 15:00:00,34755.140625,34770.73828125,34689.58203125,34728.83984375,34728.83984375,0
88,2023-11-04 16:00:00,34734.1484375,34787.39453125,34723.375,34723.53515625,34723.53515625,0
89,2023-11-04 17:00:00,34719.4375,34791.734375,34716.48046875,34786.33203125,34786.33203125,0
90,2023-11-04 18:00:00,34785.8671875,34804.92578125,34755.55078125,34804.92578125,34804.92578125,0
91,2023-11-04 19:00:00,34807.03515625,34810.51953125,34763.6171875,34768.671875,34768.671875,0
92,2023-11-04 20:00:00,34767.078125,34782.61328125,34747.94140625,34780.40625,34780.40625,0
93,2023-11-04 21:00:00,34780.6328125,34912.53125,34779.4453125,34842.48828125,34842.48828125,0
94,2023-11-04 22:00:00,34845.71875,35191.78515625,34836.01171875,35191.78515625,35191.78515625,386855936
95,2023-11-04 23:00:00,35193.73046875,35256.03125,35045.48046875,35076.4453125,35076.4453125,317334528
96,2023-11-05 00:00:00,35090.01171875,35106.01953125,34974.65625,35011.79296875,35011.79296875,95566848
97,2023-11-05 01:00:00,35012.0234375,35094.3046875,34995.05859375,35094.3046875,35094.3046875,0
98,2023-11-05 02:00:00,35094.421875,35105.9296875,34979.578125,35073.5546875,35073.5546875,28797952
99,2023-11-05 03:00:00,35079.78125,35321.26171875,35054.375,35321.26171875,35321.26171875,246746112
100,2023-11-05 04:00:00,35296.9453125,35327.01171875,35160.31640625,35184.0234375,35184.0234375,408317952
101,2023-11-05 05:00:00,35177.3125,35253.15625,35162.328125,35190.53125,35190.53125,0
102,2023-11-05 06:00:00,35187.171875,35187.171875,35076.9375,35081.0859375,35081.0859375,0
103,2023-11-05 07:00:00,35084.5234375,35193.99609375,35071.58984375,35193.890625,35193.890625,0
104,2023-11-05 08:00:00,35191.49609375,35213.328125,35052.09765625,35057.7578125,35057.7578125,94832640
105,2023-11-05 09:00:00,35057.4140625,35155.62109375,35057.4140625,35116.578125,35116.578125,8333312
106,2023-11-05 10:00:00,35122.078125,35168.56640625,35074.49609375,35162.3203125,35162.3203125,67613696
107,2023-11-05 11:00:00,35157.3046875,35175.984375,35087.78125,35098.64453125,35098.64453125,117474304
108,2023-11-05 12:00:00,35110.578125,35191.91796875,35067.2890625,35121.98046875,35121.98046875,235470848
109,2023-11-05 13:00:00,35121.109375,35145.51171875,34880.69921875,34904.15625,34904.15625,126038016
110,2023-11-05 14:00:00,34849.3203125,34963.38671875,34849.3203125,34938.640625,34938.640625,369366016
111,2023-11-05 15:00:00,34937.64453125,34946.83984375,34867.79296875,34928.4921875,34928.4921875,53943296
112,2023-11-05 16:00:00,34916.70703125,34990.34375,34901.359375,34979.70703125,34979.70703125,36746240
113,2023-11-05 17:00:00,34983.37890625,35241.2421875,34980.9921875,35089.94921875,35089.94921875,604494848
114,2023-11-05 18:00:00,35097.53125,35124.28515625,35030.16015625,35044.26171875,35044.26171875,156114944
115,2023-11-05 19:00:00,35050.875,35126.4296875,35007.0,35015.38671875,35015.38671875,120144896
116,2023-11-05 20:00:00,35018.0078125,35107.76171875,35018.0078125,35047.765625,35047.765625,63847424
117,2023-11-05 21:00:00,35040.609375,35040.93359375,34594.2421875,34682.97265625,34682.97265625,401644544
118,2023-11-05 22:00:00,34681.421875,34995.54296875,34681.421875,34995.54296875,34995.54296875,0
119,2023-11-05 23:00:00,35017.62890625,35340.33984375,35017.62890625,35053.41015625,35053.41015625,313503744
120,2023-11-06 00:00:00,35044.7890625,35096.25,34937.984375,35073.39453125,35073.39453125,83717120
121,2023-11-06 01:00:00,35078.29296875,35135.07421875,34891.01171875,34919.6328125,34919.6328125,188617728
122,2023-11-06 02:00:00,34913.10546875,34978.7890625,34871.94921875,34932.6171875,34932.6171875,54868992
123,2023-11-06 03:00:00,34929.18359375,35016.39453125,34871.04296875,34997.828125,34997.828125,0
124,2023-11-06 04:00:00,35009.109375,35040.83984375,34875.01953125,34894.18359375,34894.18359375,0
125,2023-11-06 05:00:00,34899.91796875,34924.07421875,34765.36328125,34819.93359375,34819.93359375,121743360
126,2023-11-06 06:00:00,34832.13671875,34896.70703125,34798.58984375,34880.55078125,34880.55078125,0
127,2023-11-06 07:00:00,34884.234375,34938.8515625,34849.76171875,34915.37109375,34915.37109375,0
128,2023-11-06 08:00:00,34922.96484375,34970.70703125,34874.97265625,34970.70703125,34970.70703125,0
129,2023-11-06 09:00:00,34980.00390625,35131.6171875,34966.3984375,35122.4296875,35122.4296875,199724032
130,2023-11-06 10:00:00,35130.71875,35286.02734375,35122.8203125,35189.78125,35189.78125,291587072
131,2023-11-06 11:00:00,35183.84375,35248.0625,35127.56640625,35241.33984375,35241.33984375,111194112
132,2023-11-06 12:00:00,35251.6796875,35271.5546875,35166.12109375,35223.65234375,35223.65234375,82596864
133,2023-11-06 13:00:00,35226.29296875,35227.89453125,34943.51171875,35030.8671875,35030.8671875,420226048
134,2023-11-06 14:00:00,35052.68359375,35211.75390625,35052.45703125,35204.56640625,35204.56640625,0
135,2023-11-06 15:00:00,35219.6171875,35227.578125,35084.32421875,35084.32421875,35084.32421875,179473408
136,2023-11-06 16:00:00,35089.2734375,35113.50390625,34948.4140625,34987.01171875,34987.01171875,281458688
137,2023-11-06 17:00:00,34984.8359375,35022.546875,34912.7109375,34983.734375,34983.734375,0
138,2023-11-06 18:00:00,34988.375,35007.93359375,34839.359375,34972.0703125,34972.0703125,134331392
139,2023-11-06 19:00:00,34977.328125,35092.4375,34940.0546875,35071.375,35071.375,69340160
140,2023-11-06 20:00:00,35069.453125,35073.96875,34936.84765625,35027.640625,35027.640625,125857792
141,2023-11-06 21:00:00,35031.5078125,35040.24609375,34924.60546875,35025.25,35025.25,0
142,2023-11-06 22:00:00,35033.2265625,35138.92578125,35032.06640625,35131.59765625,35131.59765625,0
143,2023-11-06 23:00:00,35129.1796875,35129.1796875,34963.22265625,35038.59765625,35038.59765625,0
144,2023-11-07 00:00:00,35047.79296875,35064.66796875,34870.71875,34955.625,34955.625,55133184
145,2023-11-07 01:00:00,34947.07421875,34971.33203125,34862.75390625,34954.56640625,34954.56640625,0
146,2023-11-07 02:00:00,34951.87890625,34983.4765625,34832.46875,34832.46875,34832.46875,69141504
147,2023-11-07 03:00:00,34830.26953125,34929.7890625,34822.203125,34929.7890625,34929.7890625,58097664
148,2023-11-07 04:00:00,34930.54296875,34950.53515625,34842.265625,34918.31640625,34918.31640625,0
149,2023-11-07 05:00:00,34910.69140625,34923.90625,34863.97265625,34916.51953125,34916.51953125,330422272
150,2023-11-07 06:00:00,34922.9921875,34979.1953125,34888.52734375,34977.5703125,34977.5703125,12477440
151,2023-11-07 07:00:00,34975.01953125,34975.01953125,34876.83203125,34951.9296875,34951.9296875,50104320
152,2023-11-07 08:00:00,34948.78125,34990.0,34887.96875,34926.25,34926.25,69334016
153,2023-11-07 09:00:00,34923.828125,34923.828125,34745.49609375,34847.74609375,34847.74609375,143082496
154,2023-11-07 10:00:00,34794.046875,34794.046875,34602.90625,34635.5234375,34635.5234375,392135680
155,2023-11-07 11:00:00,34647.33984375,34742.2578125,34638.75,34638.75,34638.75,75495424
156,2023-11-07 12:00:00,34635.62890625,34755.6171875,34545.81640625,34741.703125,34741.703125,65422336
157,2023-11-07 13:00:00,34750.984375,34779.0234375,34659.64453125,34779.0234375,34779.0234375,0
158,2023-11-07 14:00:00,34789.42578125,34858.765625,34750.61328125,34855.16015625,34855.16015625,0
159,2023-11-07 15:00:00,34844.76953125,34854.30859375,34660.5234375,34728.328125,34728.328125,126707712
160,2023-11-07 16:00:00,34733.26171875,34753.0859375,34661.0625,34700.3828125,34700.3828125,0
161,2023-11-07 17:00:00,34684.54296875,34855.125,34613.0234375,34855.125,34855.125,226988032
162,2023-11-07 18:00:00,34854.31640625,35505.53515625,34854.31640625,35388.234375,35388.234375,1950648320
163,2023-11-07 19:00:00,35393.33203125,35550.1171875,35358.25,35479.84765625,35479.84765625,752957440
164,2023-11-07 20:00:00,35474.7265625,35892.41796875,35389.65625,35786.875,35786.875,1075812352
165,2023-11-07 21:00:00,35663.3984375,35706.84375,35520.703125,35535.7734375,35535.7734375,698898432
166,2023-11-07 22:00:00,35503.78515625,35503.78515625,35256.41796875,35322.6484375,35322.6484375,585635840
167,2023-11-07 23:00:00,35316.0,35448.83203125,35270.37109375,35448.28125,35448.28125,198635520
168,2023-11-08 00:00:00,35419.4765625,35422.9921875,35283.97265625,35369.87890625,35369.87890625,0
169,2023-11-08 01:00:00,35375.4296875,35439.8984375,35359.80859375,35402.3828125,35402.3828125,0
170,2023-11-08 02:00:00,35396.78515625,35400.54296875,35307.99609375,35312.71875,35312.71875,0
171,2023-11-08 03:00:00,35320.49609375,35333.87890625,35261.625,35273.87109375,35273.87109375,0
172,2023-11-08 04:00:00,35289.63671875,35364.2734375,35274.15625,35349.55078125,35349.55078125,0
173,2023-11-08 05:00:00,35358.4765625,35371.515625,35260.87109375,35278.08203125,35278.08203125,2854912
174,2023-11-08 06:00:00,35273.75,35315.49609375,35193.12109375,35299.05859375,35299.05859375,131149824
175,2023-11-08 07:00:00,35290.8359375,35314.40234375,35231.18359375,35234.05859375,35234.05859375,32747520
176,2023-11-08 08:00:00,35238.7421875,35332.75390625,35219.17578125,35298.6875,35298.6875,149704704
177,2023-11-08 09:00:00,35303.06640625,35338.6796875,35291.86328125,35316.9453125,35316.9453125,0
178,2023-11-08 10:00:00,35309.1875,35422.37109375,35303.984375,35422.37109375,35422.37109375,0
179,2023-11-08 11:00:00,35413.484375,35444.546875,35328.87890625,35343.34765625,35343.34765625,0
180,2023-11-08 12:00:00,35342.1953125,35403.0078125,35332.23828125,35403.0078125,35403.0078125,0
181,2023-11-08 13:00:00,35399.328125,35464.36328125,35322.50390625,35408.58203125,35408.58203125,0
182,2023-11-08 14:00:00,35413.03125,35439.63671875,35280.21484375,35320.2109375,35320.2109375,0
183,2023-11-08 15:00:00,35326.25390625,35326.25390625,35147.80078125,35224.5859375,35224.5859375,93288448
184,2023-11-08 16:00:00,35233.04296875,35458.58984375,35189.34765625,35422.1015625,35422.1015625,317286400
185,2023-11-08 17:00:00,35403.234375,35419.5859375,35240.25390625,35311.88671875,35311.88671875,0
186,2023-11-08 18:00:00,35314.9609375,35624.33203125,35294.09375,35591.23828125,35591.23828125,0
187,2023-11-08 19:00:00,35597.62109375,35745.7109375,35553.0546875,35658.39453125,35658.39453125,0
188,2023-11-08 20:00:00,35627.52734375,35746.1953125,35486.984375,35616.21875,35616.21875,0
189,2023-11-08 21:00:00,35623.0546875,35826.94140625,35429.2578125,35583.50390625,35583.50390625,402936832
190,2023-11-08 22:00:00,35590.8046875,35890.35546875,35590.8046875,35811.23828125,35811.23828125,334583808
191,2023-11-08 23:00:00,35791.63671875,35994.41796875,35693.82421875,35693.82421875,35693.82421875,823408640
192,2023-11-09 00:00:00,35633.6328125,35870.19140625,35592.1015625,35857.17578125,35857.17578125,502368256
193,2023-11-09 01:00:00,35859.98828125,36063.2734375,35779.0390625,35936.69140625,35936.69140625,536444928
194,2023-11-09 02:00:00,35929.48828125,36493.43359375,35879.390625,36368.56640625,36368.56640625,1982156800
195,2023-11-09 03:00:00,36368.11328125,36514.046875,36286.2734375,36426.12109375,36426.12109375,761341952
196,2023-11-09 04:00:00,36439.02734375,36822.171875,36439.02734375,36724.08203125,36724.08203125,1161441280
197,2023-11-09 05:00:00,36718.9296875,36739.4609375,36535.5625,36588.15625,36588.15625,577064960
198,2023-11-09 06:00:00,36587.5,36798.8515625,36587.5,36751.36328125,36751.36328125,357951488
199,2023-11-09 07:00:00,36776.3984375,36802.04296875,36542.3515625,36567.84375,36567.84375,567506944
